original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score,top6_match,top6_score,top7_match,top7_score,top8_match,top8_score,top9_match,top9_score,top10_match,top10_score,top11_match,top11_score,top12_match,top12_score,top13_match,top13_score,top14_match,top14_score,top15_match,top15_score,top16_match,top16_score,top17_match,top17_score,top18_match,top18_score,top19_match,top19_score,top20_match,top20_score,updated_value,top1_accuracy,top3_accuracy,top5_accuracy
GANGLIONEUROMA,Ganglioneuroma,1,2,Ganglioneuroma,1.0000,Mature Ganglioneuroma,0.9226,Ganglioneuromatosis,0.9199,Adult Ganglioneuroma,0.9199,Skin Ganglioneuroma,0.9045,Childhood Ganglioneuroma,0.8961,Maturing Ganglioneuroma,0.8921,Adrenal Gland Ganglioneuroma,0.8612,Colon Ganglioneuroma,0.8588,Choroidal Ganglioneuroma,0.8507,Colorectal Ganglioneuroma,0.8300,Mediastinal Ganglioneuroma,0.8192,Ganglioneuroblastoma,0.8131,"Ganglioneuroblastoma, Nodular",0.7923,Retroperitoneal Ganglioneuroma,0.7906,Childhood Ganglioneuroblastoma,0.7635,Peripheral Ganglioneuroblastoma,0.7539,Ganglioglioma,0.7456,Central Nervous System Ganglioneuroblastoma,0.7404,Adrenal Gland Ganglioneuroblastoma,0.7393,GANGLIONEUROMA,True,True,True
GASTRIC ADENOCARCINOMA,Gastric Adenocarcinoma,1,2,Gastric Adenocarcinoma,1.0000,Gastric Carcinoma,0.9040,Advanced Gastric Adenocarcinoma,0.8573,Sporadic Gastric Adenocarcinoma,0.8499,Gastric Diffuse Adenocarcinoma,0.8487,Gastric Tubular Adenocarcinoma,0.8475,Proximal Gastric Adenocarcinoma,0.8401,Gastric Cardia Adenocarcinoma,0.8355,Gastric Intestinal-Type Adenocarcinoma,0.8354,Gastric Adenoma,0.8164,Malignant Gastric Neoplasm,0.8086,Gastric Mucinous Adenocarcinoma,0.8074,Adenocarcinoma,0.8045,Advanced Gastric Carcinoma,0.8038,Gastric Papillary Adenocarcinoma,0.8035,Gastroesophageal Junction Adenocarcinoma,0.8030,Gastric Intramucosal Adenocarcinoma,0.8017,Metastatic Gastric Adenocarcinoma,0.7963,Localized Gastric Adenocarcinoma,0.7824,Gallbladder Adenocarcinoma,0.7790,GASTRIC ADENOCARCINOMA,True,True,True
GASTRIC CANCER,Gastric Carcinoma,1,2,Gastric Carcinoma,0.9643,Gastric Neoplasm,0.8791,Gastric Adenocarcinoma,0.8745,Malignant Gastric Neoplasm,0.8621,Early Gastric Cancer,0.8147,Childhood Gastric Carcinoma,0.7935,Advanced Gastric Carcinoma,0.7906,Sporadic Gastric Adenocarcinoma,0.7772,Gastroesophageal Cancer,0.7738,Gastric Lymphoma,0.7702,Gastric Body Carcinoma,0.7693,Gastric Adenoma,0.7657,Digestive System Carcinoma,0.7620,Localized Gastric Carcinoma,0.7513,Advanced Gastric Adenocarcinoma,0.7500,Gastric Undifferentiated Carcinoma,0.7439,Gastric Melanoma,0.7418,Proximal Gastric Adenocarcinoma,0.7413,Gastric Neuroendocrine Carcinoma,0.7353,Metastatic Gastric Carcinoma,0.7315,GASTRIC CANCER,True,True,True
GASTRIC CARCINOMA OTHER,Gastric Carcinoma,1,2,Gastric Carcinoma,0.8358,Gastric Neoplasm,0.7572,Gastric Adenocarcinoma,0.7527,Gastric Undifferentiated Carcinoma,0.7523,Childhood Gastric Carcinoma,0.7418,Gastric Neuroendocrine Carcinoma,0.7381,Metastatic Gastric Carcinoma,0.7346,Advanced Gastric Carcinoma,0.7224,Early Gastric Cancer,0.7180,Unresectable Gastric Carcinoma,0.7155,Sporadic Gastric Adenocarcinoma,0.7116,Malignant Gastric Neoplasm,0.7111,Gastric Lymphoma,0.7022,Localized Gastric Carcinoma,0.6988,Advanced Gastric Neuroendocrine Carcinoma,0.6934,Gastric Body Carcinoma,0.6868,Gastroesophageal Cancer,0.6842,Gastric Neuroendocrine Neoplasm,0.6811,Unresectable Gastric Adenocarcinoma,0.6776,Gastrointestinal Carcinomatosis,0.6753,GASTRIC CARCINOMA OTHER,True,True,True
GASTRIC NEUROENDOCRINE TUMOR,Gastric Neuroendocrine Tumor,1,2,Gastric Neuroendocrine Tumor,1.0000,Gastric Neuroendocrine Neoplasm,0.9697,Gastric Gastrin-Producing Neuroendocrine Tumor,0.8990,Gastric Neuroendocrine Tumor G1,0.8812,Gastric Neuroendocrine Carcinoma,0.8732,Digestive System Neuroendocrine Tumor,0.8654,Gastric Neuroendocrine Tumor G2,0.8589,Gastrin-Producing Neuroendocrine Tumor,0.8456,Digestive System Neuroendocrine Neoplasm,0.8357,Gastric Neuroendocrine Tumor G3,0.8233,Gallbladder Neuroendocrine Tumor,0.8117,Pancreatic Gastrin-Producing Neuroendocrine Tumor,0.8074,Neuroendocrine Tumor,0.8051,Neuroendocrine Tumor G2,0.8047,Digestive System Neuroendocrine Tumor G1,0.8046,Digestive System Neuroendocrine Tumor G2,0.8041,Gastric Granular Cell Tumor,0.7950,Intestinal Neuroendocrine Tumor G2,0.7896,Foregut Neuroendocrine Tumor,0.7888,Advanced Digestive System Neuroendocrine Tumor,0.7884,GASTRIC NEUROENDOCRINE TUMOR,True,True,True
GASTRIC_ADENOCARCINOMA,Gastric Adenocarcinoma,1,2,Gastric Adenocarcinoma,0.9631,Gastric Carcinoma,0.8728,Gastric Intestinal-Type Adenocarcinoma,0.8295,Advanced Gastric Adenocarcinoma,0.8272,Gastric Diffuse Adenocarcinoma,0.8235,Sporadic Gastric Adenocarcinoma,0.8117,Malignant Gastric Neoplasm,0.8033,Gastric Tubular Adenocarcinoma,0.8006,Proximal Gastric Adenocarcinoma,0.7973,Gastric Cardia Adenocarcinoma,0.7910,Adenocarcinoma,0.7842,Gastric Adenoma,0.7838,Gastric Mucinous Adenocarcinoma,0.7809,Gastric Intramucosal Adenocarcinoma,0.7777,Metastatic Gastric Adenocarcinoma,0.7757,Advanced Gastric Carcinoma,0.7751,Gastroesophageal Junction Adenocarcinoma,0.7723,Gastric Papillary Adenocarcinoma,0.7625,Gastric Parietal Cell Adenocarcinoma,0.7621,"Gastric Adenoma, Gastric-Type",0.7604,GASTRIC_ADENOCARCINOMA,True,True,True
GASTRIC_CANCER,Gastric Carcinoma,1,2,Gastric Carcinoma,0.8968,Gastric Neoplasm,0.8459,Malignant Gastric Neoplasm,0.8186,Gastric Adenocarcinoma,0.7989,Early Gastric Cancer,0.7579,Gastroesophageal Cancer,0.7442,Childhood Gastric Carcinoma,0.7420,Digestive System Carcinoma,0.7417,Gastric Lymphoma,0.7359,Advanced Gastric Carcinoma,0.7272,Gastric Undifferentiated Carcinoma,0.7263,Gastric Neuroendocrine Carcinoma,0.7185,Gastric Melanoma,0.7162,Gastrointestinal Carcinomatosis,0.7125,Sporadic Gastric Adenocarcinoma,0.7119,Gastric Body Carcinoma,0.7050,Gastric Adenoma,0.6978,Metastatic Gastric Carcinoma,0.6942,Gastric Cancer by AJCC v8 Clinical Stage,0.6925,Gastric Neuroendocrine Neoplasm,0.6886,GASTRIC_CANCER,True,True,True
GASTRIC_SMALL_CELL,Gastric Small Cell Neuroendocrine Carcinoma,1,2,Gastric Small Cell Neuroendocrine Carcinoma,0.8054,Advanced Gastric Small Cell Neuroendocrine Carcinoma,0.7246,Gastric Undifferentiated Carcinoma,0.7217,Gastric Neuroendocrine Carcinoma,0.7018,Gastric Squamous Cell Carcinoma,0.6939,"Malignant Tumor, Small Cell Type",0.6924,Small Cell Adenocarcinoma,0.6915,Early Gastric Cancer,0.6913,Gastric Carcinoma,0.6863,Gastric Granular Cell Tumor,0.6828,Digestive System Small Cell Neuroendocrine Carcinoma,0.6809,Gastric Signet Ring Cell Adenocarcinoma,0.6787,Gastric Large Cell Neuroendocrine Carcinoma,0.6720,Malignant Gastric Granular Cell Tumor,0.6642,Small Cell Neuroendocrine Carcinoma,0.6640,Gastroesophageal Junction Small Cell Neuroendocrine Carcinoma,0.6605,Gastric Poorly Cohesive Adenocarcinoma,0.6591,Gastric Melanoma,0.6573,Benign Gastric Granular Cell Tumor,0.6566,Localized Gastric Carcinoma,0.6519,GASTRIC_SMALL_CELL,True,True,True
GASTROINTESTINAL NEUROENDOCRINE,Digestive System Neuroendocrine Tumor,4,2,Digestive System Neuroendocrine Neoplasm,0.8449,Gastric Neuroendocrine Neoplasm,0.8428,Gastric Neuroendocrine Tumor,0.8276,Digestive System Neuroendocrine Tumor,0.8244,Intestinal Neuroendocrine Neoplasm,0.8217,Intestinal Neuroendocrine Tumor,0.8085,Midgut Neuroendocrine Tumor,0.7855,Neuroendocrine Neoplasm,0.7846,Intestinal Neuroendocrine Tumor G3,0.7756,Digestive System Neuroendocrine Carcinoma,0.7740,Intestinal Neuroendocrine Tumor G2,0.7693,Neuroendocrine Tumor,0.7685,Intestinal Neuroendocrine Tumor G1,0.7667,Gastric Neuroendocrine Carcinoma,0.7638,Advanced Digestive System Neuroendocrine Neoplasm,0.7631,Midgut Neuroendocrine Tumor G3,0.7605,Colorectal Neuroendocrine Neoplasm,0.7601,Digestive System Neuroendocrine Tumor G1,0.7558,Digestive System Neuroendocrine Tumor G3,0.7530,Midgut Neuroendocrine Tumor G2,0.7528,GASTROINTESTINAL NEUROENDOCRINE,False,False,True
GASTROINTESTINAL NEUROENDOCRINE TUMOR,Digestive System Neuroendocrine Tumor,1,2,Digestive System Neuroendocrine Tumor,0.9243,Gastric Neuroendocrine Tumor,0.9183,Intestinal Neuroendocrine Tumor,0.8954,Digestive System Neuroendocrine Neoplasm,0.8893,Gastric Neuroendocrine Neoplasm,0.8829,Midgut Neuroendocrine Tumor,0.8745,Intestinal Neuroendocrine Neoplasm,0.8606,Neuroendocrine Tumor,0.8460,Colorectal Neuroendocrine Tumor,0.8443,Childhood Digestive System Neuroendocrine Tumor,0.8348,Hindgut Neuroendocrine Tumor,0.8343,Intestinal Neuroendocrine Tumor G1,0.8264,Advanced Digestive System Neuroendocrine Tumor,0.8261,Gastric Gastrin-Producing Neuroendocrine Tumor,0.8236,Ileal Neuroendocrine Tumor,0.8204,Intestinal Neuroendocrine Tumor G2,0.8184,Digestive System Neuroendocrine Tumor G1,0.8170,Jejunal Neuroendocrine Tumor,0.8147,Foregut Neuroendocrine Tumor,0.8139,Neuroendocrine Neoplasm,0.8134,GASTROINTESTINAL NEUROENDOCRINE TUMOR,True,True,True
GASTROINTESTINAL NEUROENDOCRINE TUMORS,Digestive System Neuroendocrine Tumor,1,2,Digestive System Neuroendocrine Tumor,0.9165,Gastric Neuroendocrine Tumor,0.9060,Intestinal Neuroendocrine Tumor,0.8892,Digestive System Neuroendocrine Neoplasm,0.8863,Gastric Neuroendocrine Neoplasm,0.8766,Midgut Neuroendocrine Tumor,0.8601,Intestinal Neuroendocrine Neoplasm,0.8600,Neuroendocrine Tumor,0.8392,Colorectal Neuroendocrine Tumor,0.8359,Childhood Digestive System Neuroendocrine Tumor,0.8235,Hindgut Neuroendocrine Tumor,0.8224,Advanced Digestive System Neuroendocrine Tumor,0.8190,Gastric Gastrin-Producing Neuroendocrine Tumor,0.8135,Neuroendocrine Neoplasm,0.8114,Intestinal Neuroendocrine Tumor G1,0.8106,Ileal Neuroendocrine Tumor,0.8101,Pancreatic Neuroendocrine Tumor,0.8062,Gastrin-Producing Neuroendocrine Tumor,0.8056,Foregut Neuroendocrine Tumor,0.8024,Jejunal Neuroendocrine Tumor,0.8015,GASTROINTESTINAL NEUROENDOCRINE TUMORS,True,True,True
GASTROINTESTINAL STROMAL,Gastrointestinal Stromal Tumor,1,2,Gastrointestinal Stromal Tumor,0.8893,Malignant Gastrointestinal Stromal Tumor,0.8451,Gastric Gastrointestinal Stromal Tumor,0.8396,Benign Gastrointestinal Stromal Tumor,0.8357,Gastrointestinal Stromal Tumor of the Gastrointestinal Tract,0.8306,Colorectal Gastrointestinal Stromal Tumor,0.7948,Extragastrointestinal Gastrointestinal Stromal Tumor,0.7850,Small Intestinal Gastrointestinal Stromal Tumor,0.7846,Spindle Cell Type Gastrointestinal Stromal Tumor,0.7752,Malignant Gastric Gastrointestinal Stromal Tumor,0.7710,Benign Gastric Gastrointestinal Stromal Tumor,0.7670,Stromal Sarcoma,0.7645,Esophageal Gastrointestinal Stromal Tumor,0.7645,Mesenteric Gastrointestinal Stromal Tumor,0.7632,Epithelioid Cell Type Gastrointestinal Stromal Tumor,0.7571,Intermediate Risk Gastrointestinal Stromal Tumor,0.7533,Peritoneal Gastrointestinal Stromal Tumor,0.7513,Advanced Gastrointestinal Stromal Tumor,0.7510,Benign Epithelioid Cell Type Gastrointestinal Stromal Tumor,0.7474,Stromal Neoplasm,0.7453,GASTROINTESTINAL STROMAL,True,True,True
GASTROINTESTINAL STROMAL TUMOR,Gastrointestinal Stromal Tumor,1,2,Gastrointestinal Stromal Tumor,1.0000,Gastrointestinal Stromal Tumor of the Gastrointestinal Tract,0.9484,Gastric Gastrointestinal Stromal Tumor,0.9205,Malignant Gastrointestinal Stromal Tumor,0.9009,Benign Gastrointestinal Stromal Tumor,0.9004,Extragastrointestinal Gastrointestinal Stromal Tumor,0.8878,Colorectal Gastrointestinal Stromal Tumor,0.8835,Small Intestinal Gastrointestinal Stromal Tumor,0.8768,Rectal Gastrointestinal Stromal Tumor,0.8462,Esophageal Gastrointestinal Stromal Tumor,0.8438,Spindle Cell Type Gastrointestinal Stromal Tumor,0.8438,Mesenteric Gastrointestinal Stromal Tumor,0.8399,Advanced Gastrointestinal Stromal Tumor,0.8396,Peritoneal Gastrointestinal Stromal Tumor,0.8369,Epithelioid Cell Type Gastrointestinal Stromal Tumor,0.8340,Childhood Gastrointestinal Stromal Tumor,0.8327,Metastatic Gastrointestinal Stromal Tumor,0.8272,Low Risk Gastrointestinal Stromal Tumor,0.8239,Gastrointestinal Stromal Tumor of Uncertain Malignant Potential,0.8116,Benign Gastric Gastrointestinal Stromal Tumor,0.8110,GASTROINTESTINAL STROMAL TUMOR,True,True,True
GB,Glioblastoma,1,2,Glioblastoma,1.0000,Brain Glioblastoma,0.9357,Classical Glioblastoma,0.9294,Cerebral Glioblastoma,0.9259,Glioma,0.8866,Adult Glioblastoma,0.8776,Neural Glioblastoma,0.8722,Advanced Glioblastoma,0.8715,Mesenchymal Glioblastoma,0.8661,Secondary Glioblastoma,0.8561,Giant Cell Glioblastoma,0.8435,Malignant Glioma,0.8390,Granular Cell Glioblastoma,0.8291,Metastatic Glioblastoma,0.8289,Cerebellar Glioblastoma,0.8282,Childhood Glioblastoma,0.8278,Adult Brain Glioblastoma,0.8275,"Glioblastoma, Not Otherwise Specified",0.8268,Astrocytoma,0.8231,Small Cell Glioblastoma,0.8082,Glioblastoma,True,True,True
GBC,Gallbladder Carcinoma,1,2,Gallbladder Carcinoma,0.9672,Gallbladder Adenocarcinoma,0.9295,Gallbladder Neoplasm,0.8851,Malignant Gallbladder Neoplasm,0.8710,"Gallbladder Adenocarcinoma, Biliary Type",0.8485,Advanced Gallbladder Carcinoma,0.8318,Gallbladder Adenoma,0.8282,Gallbladder Lymphoma,0.8250,Incidental Gallbladder Carcinoma,0.8184,Localized Gallbladder Carcinoma,0.8184,Gallbladder Clear Cell Adenocarcinoma,0.8106,"Gallbladder Adenocarcinoma, Intestinal-Type",0.8099,Gallbladder Goblet Cell Adenocarcinoma,0.8023,Gallbladder Undifferentiated Carcinoma,0.8019,Gallbladder Neuroendocrine Carcinoma,0.8011,Localized Malignant Gallbladder Neoplasm,0.7975,Gallbladder Melanoma,0.7885,Metastatic Gallbladder Carcinoma,0.7873,Gallbladder Mucinous Adenocarcinoma,0.7861,Gallbladder Hepatoid Adenocarcinoma,0.7846,Gallbladder Cancer,True,True,True
GBM,Glioblastoma,3,2,Multifocal Glioblastomas,0.8320,Metastatic Glioblastoma,0.8166,Glioblastoma,0.8135,Mesenchymal Glioblastoma,0.8128,Classical Glioblastoma,0.7958,Brain Glioblastoma,0.7913,Cerebral Glioblastoma,0.7813,Advanced Glioblastoma,0.7803,Malignant Glioma,0.7772,Secondary Glioblastoma,0.7675,Malignant Brain Glioma,0.7531,Adult Glioblastoma,0.7368,Supratentorial Glioblastoma,0.7350,Granular Cell Glioblastoma,0.7333,Neural Glioblastoma,0.7224,Adult Brain Glioblastoma,0.7211,"Glioblastoma, Not Otherwise Specified",0.7207,Metastatic Glioma,0.7147,Proneural Glioblastoma,0.7121,Giant Cell Glioblastoma,0.7110,Glioblastoma Multiforme,False,True,True
GERM CELL TUMOR,Germ Cell Tumor,1,2,Germ Cell Tumor,1.0000,Testicular Germ Cell Tumor,0.8822,Childhood Germ Cell Tumor,0.8757,Malignant Germ Cell Tumor,0.8748,Germ Cell Tumor by Obsolete Classification,0.8637,Adult Germ Cell Tumor,0.8600,Central Nervous System Germ Cell Tumor,0.8522,Benign Germ Cell Tumor,0.8487,Cardiac Germ Cell Tumor,0.8432,Germinomatous Germ Cell Tumor,0.8390,Ovarian Germ Cell Tumor,0.8390,Nongerminomatous Germ Cell Tumor,0.8314,Gastric Germ Cell Tumor,0.8291,Cervical Germ Cell Tumor,0.8284,Childhood Gonadal Germ Cell Tumor,0.8274,Childhood Malignant Germ Cell Tumor,0.8120,Extragonadal Germ Cell Tumor,0.8107,Germ Cell,0.8075,Vaginal Germ Cell Tumor,0.8063,Lung Germ Cell Tumor,0.8059,GERM CELL TUMOR,True,True,True
GERM CELL TUMOR (EMBRYONAL CARCINOMA),Embryonal Carcinoma,1,2,Embryonal Carcinoma,0.8257,Testicular Embryonal Carcinoma,0.8244,Extragonadal Embryonal Carcinoma,0.8091,Germ Cell Tumor,0.7835,Childhood Testicular Embryonal Carcinoma,0.7743,Embryonal Neoplasm,0.7676,Extragonadal Germ Cell Tumor,0.7665,Central Nervous System Embryonal Carcinoma,0.7633,Childhood Embryonal Carcinoma,0.7608,Malignant Germ Cell Tumor,0.7537,Childhood Extragonadal Malignant Germ Cell Tumor,0.7501,Ovarian Embryonal Carcinoma,0.7437,Childhood Germ Cell Tumor,0.7418,Childhood Extracranial Germ Cell Tumor,0.7370,Malignant Extragonadal Germ Cell Tumor,0.7365,Childhood Malignant Germ Cell Tumor,0.7312,Testicular Germ Cell Tumor,0.7295,Central Nervous System Embryonal Tumor,0.7286,Cardiac Germ Cell Tumor,0.7252,Central Nervous System Germ Cell Tumor,0.7226,GERM CELL TUMOR (EMBRYONAL CARCINOMA),True,True,True
GERM CELL TUMOR WITH SOMATIC-TYPE MALIGNANCY,Mediastinal Germ Cell Tumor with Somatic-Type Malignancy,1,2,Mediastinal Germ Cell Tumor with Somatic-Type Malignancy,0.8071,Somatic-Type Malignancy,0.7858,Germ Cell Tumor,0.7857,Malignant Germ Cell Tumor,0.7816,Germinomatous Germ Cell Tumor,0.7596,Nongerminomatous Germ Cell Tumor,0.7503,Yolk Sac Tumor with Somatic-Type Malignancy,0.7425,Germ Cell Tumor by Obsolete Classification,0.7333,Adult Germ Cell Tumor,0.7290,Mixed Germ Cell-Sex Cord-Stromal Tumor,0.7266,Systemic Mastocytosis with an Associated Germ Cell Tumor,0.7248,Testicular Mixed Germ Cell-Sex Cord-Stromal Tumor,0.7189,Testicular Teratoma with Somatic-Type Malignancy,0.7163,Malignant Extragonadal Germ Cell Tumor,0.7141,Testicular Germ Cell Tumor,0.7131,Childhood Malignant Germ Cell Tumor,0.7121,"Testicular Mixed Germ Cell-Sex Cord-Stromal Tumor, Unclassified",0.7119,Mixed Germ Cell Tumor,0.7064,Metastatic Malignant Germ Cell Tumor,0.7064,Testicular Non-Seminomatous Germ Cell Tumor,0.7007,GERM CELL TUMOR WITH SOMATIC-TYPE MALIGNANCY,True,True,True
"GERM CELL TUMOR, BRAIN",Childhood Brain Germ Cell Tumor,1,2,Childhood Brain Germ Cell Tumor,0.9044,Malignant Brain Germ Cell Tumor,0.8844,Central Nervous System Germ Cell Tumor,0.8797,Brain Germinoma,0.8308,Childhood Central Nervous System Germ Cell Tumor,0.8178,Central Nervous System Nongerminomatous Germ Cell Tumor,0.8095,Adult Intracranial Germ Cell Tumor,0.7956,Childhood Brain Germinoma,0.7941,Germ Cell Tumor,0.7936,Central Nervous System Germinoma,0.7932,Childhood Extracranial Germ Cell Tumor,0.7837,Adult Central Nervous System Germ Cell Tumor,0.7791,Malignant Central Nervous System Germ Cell Tumor,0.7727,Intracranial Germinoma,0.7725,Nasopharyngeal Germ Cell Tumor,0.7525,Childhood Germ Cell Tumor,0.7512,Germinomatous Germ Cell Tumor,0.7470,Benign Extragonadal Germ Cell Tumor,0.7434,Extragonadal Germ Cell Tumor,0.7356,Benign Germ Cell Tumor,0.7355,"GERM CELL TUMOR, BRAIN",True,True,True
GERMINAL CENTER B-CELL TYPE,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,1,2,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.7442,Centroblastic Lymphoma,0.6620,Germ Cell,0.6384,Gray-Zone Lymphoma,0.6136,"Malignant Lymphoma Centroblastic, Follicular",0.6113,Recurrent Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.6031,Refractory Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.6020,High Grade B-Cell Lymphoma,0.5934,Mature B-Cell Neoplasm,0.5932,Benign Germ Cell Tumor,0.5914,Germ Cell Tumor by Obsolete Classification,0.5839,Childhood Benign Germ Cell Tumor,0.5812,Childhood Brain Germ Cell Tumor,0.5742,Blastoma,0.5732,Diffuse Centroblastic-Centrocytic Lymphoma,0.5732,Centroblastic Lymphoma by Ann Arbor Stage,0.5697,B-Cell Neoplasm,0.5656,Childhood Germ Cell Tumor,0.5585,Germ Cell Tumor,0.5572,Refractory Centroblastic Lymphoma,0.5555,GERMINAL CENTER B-CELL TYPE,True,True,True
GERMINAL CENTER B-CELL-LIKE GCB DLBCL,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,1,2,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.8604,Recurrent Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.7485,Refractory Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.7480,Centroblastic Lymphoma,0.7003,High Grade B-Cell Lymphoma,0.6926,EZB Diffuse Large B-Cell Lymphoma,0.6862,Gastric Diffuse Large B-Cell Lymphoma,0.6706,Diffuse Centroblastic-Centrocytic Lymphoma,0.6574,Diffuse Large B-Cell Lymphoma Associated with Chronic Inflammation,0.6547,High Grade Burkitt-Like Lymphoma,0.6516,Classical Burkitt Lymphoma,0.6485,"High Grade B-Cell Lymphoma, Not Otherwise Specified",0.6473,Transformed Marginal Zone Lymphoma to Diffuse Large B-Cell Lymphoma,0.6428,Diffuse Large B-Cell Lymphoma,0.6418,"Malignant Lymphoma Centroblastic, Follicular",0.6385,Refractory Centroblastic Lymphoma,0.6385,High Grade B-Cell Non-Hodgkin's Lymphoma,0.6367,Low Grade B-Cell Non-Hodgkin's Lymphoma,0.6345,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,0.6345,High Grade B-Cell Lymphoma with Blastoid Morphologic Features,0.6341,GERMINAL CENTER B-CELL-LIKE GCB DLBCL,True,True,True
GIANT CELL 'MFH' / UNDIFFERENTIATED PLEOMORPHIC SARCOMA WITH GIANT CELLS,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,1,2,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.7776,Giant Cell Sarcoma,0.7694,Giant Cell Fibroblastoma,0.7599,Undifferentiated High Grade Pleomorphic Sarcoma of Bone,0.7263,Malignant Giant Cell Neoplasm,0.7185,Dermatofibrosarcoma Protuberans with Giant Cell Fibroblastoma-Like Differentiation,0.6965,Fibroblastic Reticular Cell Sarcoma,0.6910,Giant Cell Tumor,0.6909,Inflammatory Malignant Fibrous Histiocytoma NCI Grade 3,0.6869,Giant Cell Neoplasm,0.6800,Undifferentiated Pleomorphic Sarcoma,0.6775,Giant Cell Tumor of Soft Tissue,0.6759,Inflammatory Malignant Fibrous Histiocytoma NCI Grade 2,0.6700,Malignancy in Giant Cell Tumor of Bone,0.6613,Giant Cell Angioblastoma,0.6587,Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone,0.6552,"Undifferentiated Pleomorphic Sarcoma, Inflammatory Variant",0.6552,Giant Cell Tumor of Bone,0.6526,Low Grade Fibromyxoid Sarcoma with Giant Collagen Rosettes,0.6514,Fibrous Histiocytoma of Bone,0.6478,GIANT CELL 'MFH' / UNDIFFERENTIATED PLEOMORPHIC SARCOMA WITH GIANT CELLS,True,True,True
GIANT CELL TUMOR OF BONE,Giant Cell Tumor of Bone,1,2,Giant Cell Tumor of Bone,1.0000,Giant Cell Tumor,0.9449,Giant Cell Neoplasm,0.9359,Malignancy in Giant Cell Tumor of Bone,0.9143,Osteoclastic Giant Cell-Rich Tumor of Bone,0.8885,Benign Osteoclastic Giant Cell-Rich Tumor of Bone,0.8712,Giant Cell Tumor of Soft Tissue,0.8640,Giant Cell Lesion of Small Bones,0.8422,Malignant Osteoclastic Giant Cell-Rich Tumor of Bone,0.8321,Malignant Giant Cell Neoplasm,0.8306,Childhood Giant Cell Tumor of Bone,0.8185,Intermediate Osteoclastic Giant Cell-Rich Tumor of Bone,0.7923,Giant Cell Fibroblastoma,0.7832,Giant Cell Carcinoma,0.7750,Giant Cell Sarcoma,0.7526,Giant Cell-Rich Osteosarcoma,0.7493,Giant Cell Angioblastoma,0.7482,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0.7073,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.7061,Tenosynovial Giant Cell Tumor,0.7014,GIANT CELL TUMOR OF BONE,True,True,True
GIANT CELL TUMOUR,Giant Cell Tumor,1,2,Giant Cell Tumor,0.9965,Giant Cell Neoplasm,0.9718,Giant Cell Tumor of Bone,0.9455,Giant Cell Tumor of Soft Tissue,0.8848,Malignancy in Giant Cell Tumor of Bone,0.8648,Malignant Giant Cell Neoplasm,0.8500,Giant Cell Fibroblastoma,0.8390,Osteoclastic Giant Cell-Rich Tumor of Bone,0.8340,Giant Cell Carcinoma,0.8321,Giant Cell Lesion of Small Bones,0.8165,Benign Osteoclastic Giant Cell-Rich Tumor of Bone,0.8108,Childhood Giant Cell Tumor of Bone,0.7982,Giant Cell Sarcoma,0.7955,Giant Cell Angioblastoma,0.7742,Malignant Osteoclastic Giant Cell-Rich Tumor of Bone,0.7725,Tenosynovial Giant Cell Tumor,0.7568,Intermediate Osteoclastic Giant Cell-Rich Tumor of Bone,0.7549,Giant Cell-Rich Osteosarcoma,0.7365,Granular Cell Tumor,0.7312,Giant Cell Angiofibroma,0.7257,GIANT CELL TUMOUR,True,True,True
