original_colname,normalized_colname
PRIOR_MDS_MPN_MORE_THAN_TWO_MTHS,prior_mds_mpn_more_than_two_mths
PRIOR_MDSMPN,prior_mdsmpn
PRIOR_MGUS,prior_mgus
PRIOR_MKI,prior_mki
PRIOR_MPN_MORE_THAN_TWO_MONTHS,prior_mpn_more_than_two_months
PRIOR_SYSTEMIC_THERAPIES,prior_systemic_therapies
PRIOR_TUMOR,prior_tumor
PRIOR_TX_TO_IMPACT_SAMPLE,prior_treatment_to_impact_sample
PRIORRADIATIONFOROTHERCANCER,priorradiationforothercancer
PROCEDURE,procedure
PROG_DEATH,prog_death
PROG_DEATH_TIME_YRS,prog_death_time_years
PROG_EVAL_C,prog_eval_c
PROGESTERONE_RECEPTOR,progesterone_receptor
PROGESTERONE_RECEPTOR_%,progesterone_receptor_%
PROGNOSTIC_MODEL,prognostic_model
PROGRESSION_OF_DISEASE,progression_of_disease
PROGRESSION_STATUS,progression_status
PROTEIN,protein
PROTEIN_CODING_RHOA,protein_coding_rhoa
PROTEOMICS_10PLEX_ID,proteomics_10plex_id
PROTEOMICS_OCT,proteomics_optimal_cutting_temperature
PROTEOMICS_TMT_BATCH,proteomics_tmt_batch
PROTEOMICS_TMT_CHANNEL,proteomics_tmt_channel
PROTEOMICS_TMT_LABEL,proteomics_tmt_label
PROTEOMICS_TMT_PLEX,proteomics_tmt_plex
PROTEOMICS_TUMOR_NORMAL,proteomics_tumor_normal
PROTO_NUM,proto_number
PROTOCOL_AND_TREATMENT_ARM,protocol_and_treatment_arm
PSC,psc
PSTAGE,pstage
PT_CATEGORY,pt_category
PT_NOTES,pt_notes
PTEN_CNA,phosphatase_and_tensin_homolog_copy_number_alteration
PTEN_CYT,phosphatase_and_tensin_homolog_cyt
PTEN_MUTATION,phosphatase_and_tensin_homolog_mutation
PTEN_NUC,phosphatase_and_tensin_homolog_nuc
PTPN11_MUTATION,ptpn11_mutation
PURITY_CANCER,purity_cancer
PURITY_CONFUGURATION,purity_confuguration
PURITY_IMMUNE,purity_immune
PURITY_STROMA,purity_stroma
PUTATIVE_DRIVER_MUTATION,putative_driver_mutation
QUALIFYING_MUT,qualifying_mutation
R_CHOP_LIKE_CHEMO,r_chop_like_chemo
RACE_CATEGORIZED,race_categorized
RACE_CATEGORY,race_category
RAD51C_CNA,rad51c_copy_number_alteration
RADADJUVANTRX,radadjuvantrx
RADIATION,radiation
RADIATION_DOSE,radiation_dose
RADIATION_DOSE_PELVIC_NODES_PRIMARY_TUMOR.,radiation_dose_pelvic_nodes_primary_tumor.
RADIATION_OR_CHEMOTHERAPY,radiation_or_chemotherapy
RADIATION_OTHER,radiation_other
RADIATION_SITE,radiation_site
RADIATION_THERAPY_DOSE_PARAAORTIC_NODES,radiation_therapy_dose_paraaortic_nodes
RADIATION_THERAPY_XRT_TYPE,radiation_therapy_xrt_type
RADIATION_TYPE,radiation_type
RADIATION_TYPE_OTHER,radiation_type_other
RADIO_THERAPY,radio_therapy
RADIOTHERAPY,radiotherapy
RADIOTHERAPY_FRACTIONS,radiotherapy_fractions
RAF_RAS_STATUS,raf_ras_status
RAF1_BRAF_STATUS,raf1_b_raf_proto_oncogene_status
RALP,ralp
RALP_EXTRACAPSULAR_EXTENSION,ralp_extracapsular_extension
RALP_M_STAGE,ralp_m_stage
RALP_MARGIN,ralp_margin
RALP_N_STAGE,ralp_n_stage
RALP_NUMBER_POSITIVE_LN,ralp_number_positive_ln
RALP_PERINEURAL_INVASION,ralp_perineural_invasion
RALP_POSITIVE_LN,ralp_positive_ln
RALP_SEMINAL_VESICLES,ralp_seminal_vesicles
RALP_T_STAGE,ralp_t_stage
RANDOM_FOREST_STURM_CLUSTER,random_forest_sturm_cluster
RASH,rash
RATIO_OF_CLONAL_TO_ALL_MUTATIONS,ratio_of_clonal_to_acute_lymphoblastic_leukemia_mutations
RATIO_OF_CLONAL_TO_CLONAL_AND_SUBCLONAL,ratio_of_clonal_to_clonal_and_subclonal
RB1_CNA,retinoblastoma_1_copy_number_alteration
RB1_MUT,retinoblastoma_1_mutation
RB1_MUTATION,retinoblastoma_1_mutation
RB1_MUTATION_STATUS,retinoblastoma_1_mutation_status
REASON_FOR_TX_DISCONTINUATION,reason_for_treatment_discontinuation
REASON_STOP,reason_stop
REC_AFTER_FIRST_LINE,rec_after_first_line
REC_GREATER_THAN_1_DOT_5,rec_greater_than_1_dot_5
RECEIVED_IO_AFTER_1ST_LINE,received_io_after_1st_line
RECEIVED_TARGETED_TX,received_targeted_treatment
RECEPTOR_STATUS_PRIMARY,receptor_status_primary
RECIST_BURDEN_OF_DISEASE,response_evaluation_criteria_in_solid_tumors_burden_of_disease
RECTAL_LOCATION,rectal_location
RECUR_EVAL_C,recur_eval_c
RECURRENT_DISEASE_TUMOR_STUDIED,recurrent_disease_tumor_studied
RECURRENT_FREE_INTERVAL_MONTHS,recurrent_free_interval_months
RECURRENT_METASTATIC_DISEASE,recurrent_metastatic_disease
REGION_OF_ORIGIN,region_of_origin
REGIONAL_LYMPH_NODES,regional_lymph_nodes
REGIONAL_NODES_PATHOLOGIC_SPREAD,regional_nodes_pathologic_spread
REGIONAL_VS_PRIMARY,regional_vs_primary
RELAPSE_PERCENT_NECROSIS,relapse_percent_necrosis
RELAPSE_PERCENT_STROMA,relapse_percent_stroma
RELAPSE_SEQUENCED,relapse_sequenced
RELATED_SYMPTOM_FIRST_PRESENT,related_symptom_first_present
RELATED_TUMORS_OUTSIDE_ADRENAL_GLANDS,related_tumors_outside_adrenal_glands
RELATION_TESTICULAR_CANCER,relation_testicular_cancer
RELATIVE_FAMILY_CANCER_HX_TEXT,relative_family_cancer_hx_text
RELEVANT_MEDICAL_HISTORY,relevant_medical_history
REPORTED_ETHNICITY,reported_ethnicity
RESECTABLE,resectable
RESECTION,resection
RESECTION_TIMING,resection_timing
RESIDUAL_NODAL_DISEASE,residual_nodal_disease
RESPONDED_SECOND_LINE,responded_second_line
RESPONSE,response
RESPONSE_AT_3_WEEKS_PERCENTAGE,response_at_3_weeks_percentage
RESPONSE_DURATION,response_duration
RESPONSE_DURATION_TO_INDUCTION_TX,response_duration_to_induction_treatment
RESPONSE_GRADE,response_grade
RESPONSE_PCR_OR_CCR,response_pcr_or_ccr
RESPONSE_PCR_OR_CCR_TWO_YEARS,response_pcr_or_ccr_two_years
RESPONSE_TO_INDUCTION_TX,response_to_induction_treatment
RESPONSE_TO_TARGET_THERAPY,response_to_target_therapy
RET,ret
RET_AF,ret_af
RET_ALT,ret_alt
RET_DRIVER,ret_driver
RET_FUSION,ret_fusion
RET_PROTEIN,ret_protein
RETROSPECTIVE_OR_PROSPECTIVE,retrospective_or_prospective
REVIEWED_GLEASON,reviewed_gleason
REVIEWED_GLEASON_SUM,reviewed_gleason_sum
RINGED_SIDEROBLASTS,ringed_sideroblasts
RISK_CYTO,risk_cyto
RISK_MOLECULAR,risk_molecular
RLC_GREATER_THAN_17_DOT_5,rlc_greater_than_17_dot_5
RNASEQ_R1_SAMPLE_TYPE,rna_sequencing_r1_sample_type
RNASEQ_R2_SAMPLE_TYPE,rna_sequencing_r2_sample_type
ROH_RESPONSE,roh_response
ROS1_DRIVER,ros_proto_oncogene_1_receptor_tyrosine_kinase_driver
ROS1_FUSION,ros_proto_oncogene_1_receptor_tyrosine_kinase_fusion
ROS1_PROTEIN,ros_proto_oncogene_1_receptor_tyrosine_kinase_protein
RPLND_PATH,rplnd_pathologic
RPPA,reverse_phase_protein_array
RPPA_CLUSTER_EC,reverse_phase_protein_array_cluster_ec
RPPA_CLUSTER_GEA,reverse_phase_protein_array_cluster_gea
RPPA_CLUSTER_GEA_CIN,reverse_phase_protein_array_cluster_gea_cin
RPPA_CLUSTER_SCC,reverse_phase_protein_array_cluster_scc
RT_TX_REASON_NOT_COMPLETED,rt_treatment_reason_not_completed
RT_TX_REASON_NOT_COMPLETED_OTHER,rt_treatment_reason_not_completed_other
RT_TX_TOTAL_DOSE_TO_PELVIS,rt_treatment_total_dose_to_pelvis
RTK_RAS,rtk_ras
RUBEOSIS,rubeosis
RUNX1,runx1
S_STAGE,s_stage
SALICYLATES,salicylates
SALVAGE_CHEMO,salvage_chemo
SAMPLE_ANNOTATION,sample_annotation
SAMPLE_CODE,sample_code
SAMPLE_CPS_SCORE,sample_cps_score
SAMPLE_DETAILED_SUBHISTOLOGIES,sample_detailed_subhistologies
SAMPLE_PRE_LUNG_THERAPY,sample_pre_lung_therapy
SAMPLE_SITE_SOURCE,sample_site_source
SAMPLE_STATUS,sample_status
SAMPLE_TESTED_CATEGORY,sample_tested_category
SARCOMATOID_COMPONENT,sarcomatoid_component
SARCOMATOID_FEATURES,sarcomatoid_features
SARCOMATOID_PERCENT_OF_TUMOR,sarcomatoid_percent_of_tumor
SCA_TYPE,sca_type
SCC,scc
SCC_CLUSTER_ICLUSTER_AND_SMARCA4,scc_cluster_icluster_and_smarca4
SCCSMG,sccsmg
SCENS,scens
SCNA_ANALYSIS,scna_analysis
SCNA_CLUSTER_EC,scna_cluster_ec
SCNA_CLUSTER_GEA,scna_cluster_gea
SCNA_CLUSTER_GEA_CIN,scna_cluster_gea_cin
SCNA_CLUSTER_SCC,scna_cluster_scc
SCT_IN_FIRST_CR,sct_in_first_cr
SECOND_LINE_TC_OR_SURGERY,second_line_tc_or_surgery
SECOND_PRIMARY_CANCER,second_primary_cancer
SECONDARY_PATHOLOGICAL_REVIEW,secondary_pathological_review
SECONDARY_PLATFORM,secondary_platform
SECONDHAND_SMOKE_EXPOSURE,secondhand_smoke_exposure
SEIZURE_HISTORY,seizure_history
SEMINAL_VESICLE_INVASION,seminal_vesicle_invasion
SEQCAP_EZ_EXOME_VERSION,seqcap_ez_exome_version
SEQUENCED_CENTER,sequenced_center
SEQUENCING,sequencing
SEQUENCING_PLATFORM,sequencing_platform
SERUM_ALPHA_FOETO_PROTEIN,serum_alpha_foeto_protein
SERUM_MARKERS,serum_markers
SETD2_MUTATION,setd2_mutation
SEX_DMT,sex_dmt
SHORT_HISTOLOGY,short_histology
SIGCLUST_INTRINSIC_MRNA,sigclust_intrinsic_messenger_rna
SIGCLUST_UNSUPERVISED_MRNA,sigclust_unsupervised_messenger_rna
SILENT_MUTATION,silent_mutation
SILENT_MUTATION_DENSITY,silent_mutation_density
SILENT_PER_MB,silent_per_mb
SIMPLIFIED_METASTATIC_SITE,simplified_metastatic_site
SIMPLIFIED_TUMOR_SITE,simplified_tumor_site
SINUSOID_INVASION,sinusoid_invasion
SITE_FIRST_RECURRENCE,site_first_recurrence
SITE_OF_FINDING,site_of_finding
SITE_OF_PRIMARY_TUMOR_INCLUDING_UNKNOWN,site_of_primary_tumor_including_unknown
SITE_OF_PRIMARY_TUMOR_KNOWN_PRIMARY_ONLY,site_of_primary_tumor_known_primary_only
SITE_OF_SPECIMEN,site_of_specimen
SITE_OF_TISSUE_BIOPSY,site_of_tissue_biopsy
SITE_SUBTYPE1,site_subtype1
SITE_SUBTYPE2,site_subtype2
SITE_SUBTYPE3,site_subtype3
SMOKE STATUS,smoke status
SMOKER_PACK_YEARS,smoker_pack_years
SMOKING_SCORE,smoking_score
SMOKING_SCORE_CATEGORY,smoking_score_category
SMOKING_SCORE_WGS,smoking_score_whole_genome_sequencing
SMOKING_SIGNATURE_COUNT,smoking_signature_count
SMOKING_SIGNATURE_FRACTION,smoking_signature_fraction
SMOKING_SIGNATURE_FRACTION_WGS,smoking_signature_fraction_whole_genome_sequencing
SMP_CRPC_MONTHS,smp_castration_resistant_prostate_cancer_months
SMP_OS_MOS,smp_overall_survival_months
SMS,sms
SNOMED,snomed
SNP_COUNT,snp_count
SNP6,snp6
SORAFENIB_TREATMENT,sorafenib_treatment
SOURCE_CENTER,source_center
SOURCE_LAB,source_lab
SOURCE_OF_RECURRENCE_TISSUE,source_of_recurrence_tissue
SOURCE_TYPE,source_type
SPECIAL_HISTOLOGY,special_histology
SPECIFIC_DIAGNOSIS_AT_ACQUISITION,specific_diagnosis_at_acquisition
SPECIFIC_DIAGNOSIS_AT_INCLUSION,specific_diagnosis_at_inclusion
SPECIFIC_DX_AT_ACQUISITION_MDSMPN,specific_diagnosis_at_acquisition_mdsmpn
SPECIFIC_DX_AT_INCLUSION,specific_diagnosis_at_inclusion
SPECIFIC_TUMOR_LOCATION,specific_tumor_location
SPECIMEN_GROUPS,specimen_groups
SPECIMEN_PRESERVATION,specimen_preservation
SPECIMEN_STAGE,specimen_stage
SPINK1_HIGH,spink1_high
SPLENOMEGALY,splenomegaly
SPLICE_SITE,splice_site
SPLICE_SITE_INSERTION,splice_site_insertion
SPLICE_SITE_SNP,splice_site_snp
SPOP_MUTATION,spop_mutation
SPOPL_CNA,spopl_copy_number_alteration
SRS,srs
STAGE_4_DX,stage_4_diagnosis
STAGE_AT_DRAW,stage_at_draw
STAGE_AT_HCC_DIAGNOSIS,stage_at_hepatocellular_carcinoma_diagnosis
STAGE_M,stage_m
STAGE_N,stage_n
STAGE_OF_HCC_SYSTEMIC,stage_of_hepatocellular_carcinoma_systemic
STAGE_T,stage_t
STATUS_1P_19Q,status_1p_19q
STEATOSIS,steatosis
STEPHANSON_5YR_NOMOGRAM,stephanson_5yr_nomogram
STEROID_PD1_STARTING_DRUG_NAME,steroid_programmed_cell_death_protein_1_starting_drug_name
STEROIDS,steroids
STEROIDS_GT_10MG_DAILY,steroids_gt_10mg_daily
STEROIDS_WHEN_STARTED_PD1_INHIBITOR,steroids_when_started_programmed_cell_death_protein_1_inhibitor
STIME,stime
STK11_DRIVER,stk11_driver
STK11_MUTATION,stk11_mutation
STK11_MUTATION_STATUS,stk11_mutation_status
STK11_PROTEIN,stk11_protein
STREOIDS_DURING_PD1_INHIBITOR,streoids_during_programmed_cell_death_protein_1_inhibitor
STROMA_SCORE,stroma_score
STROMAL_FRACTION,stromal_fraction
STRONG_BINDING_NEOANTIGENS_PER_MB,strong_binding_neoantigens_per_mb
STRUCTURAL_VARIANTS,structural_variants
STUDY_ARM,study_arm
STUDY_ID,study_id
SUB_CLONES,sub_clones
SUB_SITE,sub_site
SUBCLONAL_GENOMIC_FRACTION,subclonal_genomic_fraction
SUBMITTED_TUMOR_DX_DAYS_TO,submitted_tumor_diagnosis_days_to
SUBSEQUENT_CANCERS,subsequent_cancers
SUBSEQUENT_RX,subsequent_rx
SUBSTITUTION,substitution
SUBTYPE_ABBREVIATION,subtype_abbreviation
SUBTYPE_CONSENSUS,subtype_consensus
SUBTYPE_DETAILS,subtype_details
SUBTYPE_GROUP,subtype_group
SUCCESSFUL_CTDX_LUNG,successful_ctdx_lung
SUN_EXPOSURE,sun_exposure
SUPERVISED_DNA_METHYLATION_CLUSTER,supervised_deoxyribonucleic_acid_methylation_cluster
SUPPLEMENTS,supplements
SUPRATENTORIAL_LOCALIZATION,supratentorial_localization
SURFACE_ANTIGENS,surface_antigens
SURFACE_ANTIGENS_IMMUNOHISTOCHEMICAL_STAINS,surface_antigens_immunohistochemical_stains
SURGERY NUMBER,surgery number
SURGERY_ADVANCED_DISEASE,surgery_advanced_disease
SURGERY_DATE_RELATIVE_TO_DX_MONTHS,surgery_date_relative_to_diagnosis_months
SURGERY_INDICATION,surgery_indication
SURGERY_PRIMARY_TUMOR,surgery_primary_tumor
SURGERY_PROCEDURE,surgery_procedure
SURGICAL_MARGIN,surgical_margin
SURGIVAL_STAGE,surgival_stage
SURVIVAL,survival
SURVIVAL_AFTER_BIOPSY_MONTHS,survival_after_biopsy_months
SURVIVAL_DATA_FORM,survival_data_form
SURVIVAL_FROM_FIRST_CHEMOTHERAPY,survival_from_first_chemotherapy
SURVIVAL_FROM_FIRST_HORMONE_THERAPY,survival_from_first_hormone_therapy
SURVIVAL_TIME,survival_time
SUV,suv
SVI,svi
SX_CEP17_COPY,sx_cep17_copy
SX_ER,sx_estrogen_receptor
SX_GRADE,sx_grade
SX_HER2_COPY,sx_human_epidermal_growth_factor_receptor_2_copy
SX_HER2_RATIO,sx_human_epidermal_growth_factor_receptor_2_ratio
SX_HER2FISH,sx_her2fish
SX_HER2IHC,sx_her2ihc
SX_HER2OVERALL,sx_her2overall
SX_PERCENT_ER,sx_percent_estrogen_receptor
SX_PERCENT_PR,sx_percent_progesterone_receptor
SX_PR,sx_progesterone_receptor
SX_STAGE,sx_stage
SYMP_CHANGES_MENTAL_STATUS,symp_changes_mental_status
SYMP_CHANGES_MOTOR_MOVEMENT,symp_changes_motor_movement
SYMP_CHANGES_SENSORY,symp_changes_sensory
SYMP_CHANGES_VISUAL,symp_changes_visual
SYNCHRONOUS_TUMOR_HISTOLOGY_PCT,synchronous_tumor_histology_pct
SYNOVIAL_SS18SSX_TESTING_METHOD,synovial_ss18ssx_testing_method
SYP,syp
SYSTEMIC_CHEMO,systemic_chemo
SYSTEMIC_THERAPY,systemic_therapy
T_10_11_P11_2_Q23,t_10_11_p11_2_q23
T_11_19_Q23_P13_1,t_11_19_q23_p13_1
T_3_5_Q25_Q34,t_3_5_q25_q34
T_6_11_Q27_Q23,t_6_11_q27_q23
T_6_9,t_6_9
T_8_21,t_8_21
T_9_11_P22_Q23,t_9_11_p22_q23
T_CELL_CLUSTER,t_cell_cluster
T_CELLS_CD4_MEMORY_ACTIVATED,t_cells_cluster_of_differentiation_4_memory_activated
T_CELLS_CD4_MEMORY_RESTING,t_cells_cluster_of_differentiation_4_memory_resting
T_CELLS_CD4_NAIVE,t_cells_cluster_of_differentiation_4_naive
T_CELLS_CD8,t_cells_cluster_of_differentiation_8
T_CELLS_FOLLICULAR_HELPER,t_cells_follicular_helper
T_CELLS_GAMMA_DELTA,t_cells_gamma_delta
T_CELLS_REGULATORY_TREGS,t_cells_regulatory_regulatory_t_cells
T_STAGE_AT_DIAGNOSIS_COMPLEX,t_stage_at_diagnosis_complex
T_STAGE_AT_DIAGNOSIS_SIMPLE,t_stage_at_diagnosis_simple
T_STAGE_REPORTED,t_stage_reported
TARGET_ID,target_id
TARGETED_SEQ,targeted_seq
TARGETED_THERAPY,targeted_therapy
TAXANE_EXPOSURE_STATUS,taxane_exposure_status
TCF3_PBX1_STATUS,tcf3_pbx1_status
TCGA_DAYS_TO_DEATH_OR_LAST_FU,the_cancer_genome_atlas_days_to_death_or_last_fu
TCGA_PAN_CAN_IMMUNE_CLUSTERING,the_cancer_genome_atlas_pan_can_immune_clustering
TCGA_RNA_CLUSTER,the_cancer_genome_atlas_ribonucleic_acid_cluster
TCGA_SPECIMEN_DISTANT,the_cancer_genome_atlas_specimen_distant
TCGA_SPECIMEN_SITE,the_cancer_genome_atlas_specimen_site
TELOMERE_LENGTH_ESTIMATE_IN_BLOOD_NORMAL_KB,telomere_length_estimate_in_blood_normal_kb
TELOMERE_LENGTH_ESTIMATE_IN_TUMOR_KB,telomere_length_estimate_in_tumor_kb
TELOMERE_MAINTENANCE,telomere_maintenance
TELOMERIC_LOH_MEAN_SIZE,telomeric_loss_of_heterozygosity_mean_size
TERT_EXPRESSION_LOG2,telomerase_reverse_transcriptase_expression_log2
TERT_EXPRESSION_STATUS,telomerase_reverse_transcriptase_expression_status
TERT_PROMOTER_MUT,telomerase_reverse_transcriptase_promoter_mutation
TERT_PROMOTER_MUTATION_STATUS,telomerase_reverse_transcriptase_promoter_mutation_status
TERT_PROMOTER_STATUS,telomerase_reverse_transcriptase_promoter_status
TESTES_SITE_OF_RELAPSE,testes_site_of_relapse
TESTIS_TUMOR_MACROEXTENT,testis_tumor_macroextent
TESTIS_TUMOR_MACROEXTENT_OTHER,testis_tumor_macroextent_other
TESTIS_TUMOR_MICROEXTENT,testis_tumor_microextent
TGF_BETA,tgf_beta
THERAPIES,therapies
THERAPY_PRIOR_TO_DERIVATION,therapy_prior_to_derivation
THIRD_LINE,third_line
THREEGENE,threegene
TIME_AT_LAST_FOLLOWUP_MONTHS,time_at_last_followup_months
TIME_FROM_MET_DX_SEQUENCING,time_from_met_proto_oncogene_receptor_tyrosine_kinase_diagnosis_sequencing
TIME_FROM_NEO_TO_SURGERY,time_from_neo_to_surgery
TIME_FROM_SURGERY_TO_BCR_LASTFU,time_from_surgery_to_biochemical_recurrence_lastfu
TIME_OF_SAMPLE_COLLECTION_RELATIVE_TO_INCLUSION,time_of_sample_collection_relative_to_inclusion
TIME_POINT,time_point
TIME_TO_BEST_PET_RESPONSE,time_to_best_pet_response
TIME_TO_BR,time_to_br
TIME_TO_DEATH_MONTHS,time_to_death_months
TIME_TO_DISTANT_RECURRENCE,time_to_distant_recurrence
TIME_TO_FIRST_PET_RESPONSE,time_to_first_pet_response
TIME_TO_FIRST_RECURRENCE,time_to_first_recurrence
TIME_TO_LOCAL_RECURRENCE_STATUS,time_to_local_recurrence_status
TIME_TO_NED,time_to_ned
TIME_TO_PROGRESSION_OF_DISEASE,time_to_progression_of_disease
TIMING_METS,timing_mets
TIMING_OTHER_NOTES,timing_other_notes
TISSUE_REPORT_TIME_YRS,tissue_report_time_years
TISSUE_SITE_OF_DERIVATION,tissue_site_of_derivation
TISSUE_SOURCE,tissue_source
TKI_TREATMENT,tyrosine_kinase_inhibitor_treatment
TMPRSS2_ERG_FUSION_STATUS,tmprss2_erg_fusion_status
TMT_PLEX,tmt_plex
TMZ_CYCLES,temozolomide_cycles
TMZ_HYPERMUTATED,temozolomide_hypermutated
TMZ_TREATMENT,temozolomide_treatment
TNBC_UPDATED_CLINICAL_STATUS,triple_negative_breast_cancer_updated_clinical_status
TNF,tnf
TNM_STAGE,tumor_node_metastasis_stage
TOBACCO_SMOKING_HISTORY,tobacco_smoking_history
TOBACCO_SMOKING_INTENSITY,tobacco_smoking_intensity
TOBACCO_TYPE,tobacco_type
TOP2A_GENE_AMPLIFIED,top2a_gene_amplified
TOP2A_PROTEOGENOMIC_STATUS,top2a_proteogenomic_status
TOTAL_CYCLES_NUM_NEOADJUVANT_ADJUVANT,total_cycles_number_neoadjuvant_adjuvant
TOTAL_DNP_COUNT_WGS,total_dnp_count_whole_genome_sequencing
TOTAL_MUTATION_COUNT,total_mutation_count
TOTAL_MUTATION_COUNT_PER_MB,total_mutation_count_per_mb
TOTAL_MUTATION_COUNT_WGS,total_mutation_count_whole_genome_sequencing
TOTAL_NEOANTIGEN,total_neoantigen
TOTAL_PROTEIN_LEVEL,total_protein_level
TOTAL_REARRANGEMENT,total_rearrangement
TOTAL_TIME_PERIOD_MONTHS,total_time_period_months
TP53,tumor_protein_p53
TP53_ATM,tumor_protein_p53_ataxia_telangiectasia_mutated
TP53_BIALLELIC_GROUPS,tumor_protein_p53_biallelic_groups
TP53_CHEK2,tumor_protein_p53_chek2
TP53_CNA,tumor_protein_p53_copy_number_alteration
TP53_MDM4,tumor_protein_p53_mdm4
TP53_MUTATION_STATUS,tumor_protein_p53_mutation_status
TP53_PATH,tumor_protein_p53_pathologic
TP53_PATHWAY,tumor_protein_p53_pathway
TP53_PROTEIN_CODING,tumor_protein_p53_protein_coding
TP53_RPS6KA3,tumor_protein_p53_rps6ka3
TP53_TP53,tumor_protein_p53_tumor_protein_p53
TRANSCRIPTIONAL_SUBTYPES,transcriptional_subtypes
TRANSCRIPTOME_SUBTYPE,transcriptome_subtype
TRANSPLANT,transplant
TRANSPLANT_TYPE,transplant_type
TREATED_WITH_ICI,treated_with_immune_checkpoint_inhibitor
TREATMENT_ARM,treatment_arm
TREATMENT_AT_MSK,treatment_at_memorial_sloan_kettering
TREATMENT_CATEGORY,treatment_category
TREATMENT_CHANGED,treatment_changed
TREATMENT_DETAIL_BEFORE_PDX,treatment_detail_before_patient_derived_xenograft
TREATMENT_DETAILS,treatment_details
TREATMENT_EFFECT,treatment_effect
TREATMENT_HORMONE_THERAPY,treatment_hormone_therapy
TREATMENT_NAIVE,treatment_naive
TREATMENT_ONGOING,treatment_ongoing
TREATMENT_OUTCOME_AT_TCGA_FOLLOWUP,treatment_outcome_at_the_cancer_genome_atlas_followup
TREATMENT_PALLIATIVE_RADIATION,treatment_palliative_radiation
TREATMENT_PRIOR_TO_RESECTION,treatment_prior_to_resection
TREATMENT_PROSTATECTOMY,treatment_prostatectomy
TREATMENT_RADIATION,treatment_radiation
TREATMENT_SCHEDULE,treatment_schedule
TRG_AJCC,trg_american_joint_committee_on_cancer
TRG_GROUPS,trg_groups
TRG_SCORE,trg_score
TRIPLE_NEG_STATUS,triple_negative_status
TRIPLE_NEGATIVE,triple_negative
TRISOMY_21,trisomy_21
TRISOMY_4_10,trisomy_4_10
TRISOMY_8,trisomy_8
TSNET PURITY,tsnet purity
TSNET_PURITY,tsnet_purity
TUBULE_SCORE,tubule_score
TUMOR_BASAL_DIAMETER,tumor_basal_diameter
TUMOR_BASAL_DIAMETER_MX,tumor_basal_diameter_mx
TUMOR_BURDEN_PATHOLOGIC,tumor_burden_pathologic
TUMOR_BURDEN_RADIOLOGIC,tumor_burden_radiologic
TUMOR_CELLULARITY_DOMINANT_CLONE_VAF,tumor_cellularity_dominant_clone_vaf
TUMOR_CHANGE,tumor_change
TUMOR_DETAILS,tumor_details
TUMOR_EXOME_DEPTH,tumor_exome_depth
TUMOR_EXTENT,tumor_extent
TUMOR_GENOME_LIBRARY,tumor_genome_library
TUMOR_HEMISPHERE,tumor_hemisphere
TUMOR_IN_NORMAL_ESTIMATE,tumor_in_normal_estimate
TUMOR_INFILTRATING_LYMPHOCYTES,tumor_infiltrating_lymphocytes
TUMOR_INFILTRATING_MACROPHAGES,tumor_infiltrating_macrophages
TUMOR_LOCATION_CONDENSED,tumor_location_condensed
TUMOR_MATCHED_CTDNA,tumor_matched_ctdna
TUMOR_MEGASITE,tumor_megasite
TUMOR_MORPHOLOGIC_APPEARANCE_ON_CT,tumor_morphologic_appearance_on_computed_tomography
TUMOR_MORPHOLOGY_PERCENTAGE,tumor_morphology_percentage
TUMOR_NECROSIS,tumor_necrosis
TUMOR_NUMBER,tumor_number
TUMOR_PURITY_BYESTIMATE_RNASEQ,tumor_purity_byestimate_rna_sequencing
TUMOR_PURTITY,tumor_purtity
TUMOR_REOCCUR_AFTER_TREATMENT,tumor_reoccur_after_treatment
TUMOR_RESIDUAL_DISEASE,tumor_residual_disease
TUMOR_RESPONSE,tumor_response
TUMOR_SAMPLE_HISTOLOGY_CODE,tumor_sample_histology_code
TUMOR_SAMPLES,tumor_samples
TUMOR_SHAPE_PATHOLOGIC_CLINICAL,tumor_shape_pathologic_clinical
TUMOR_SITE_CATEGORY,tumor_site_category
TUMOR_SITE_CURATED,tumor_site_curated
TUMOR_SITE_CURATION_NOTES,tumor_site_curation_notes
TUMOR_SITE_DETAIL,tumor_site_detail
TUMOR_SITE_OTHER,tumor_site_other
TUMOR_SITE_SAMPLE,tumor_site_sample
TUMOR_SIZE_GROUPS,tumor_size_groups
TUMOR_SIZE_ON_CT,tumor_size_on_computed_tomography
TUMOR_STAGE_COLLECTION,tumor_stage_collection
TUMOR_STAGE_PATHOLOGICAL,tumor_stage_pathological
TUMOR_STAGE-PATHOLOGICAL,tumor_stage-pathological
TUMOR_SUBSITE,tumor_subsite
TUMOR_SUBTYPE,tumor_subtype
TUMOR_SUPERSITE,tumor_supersite
TUMOR_SURGERY_NUMBER,tumor_surgery_number
TUMOR_SUVMAX,tumor_suvmax
TUMOR_T1_CODED,tumor_t1_coded
TUMOR_THICKNESS,tumor_thickness
TUMOR_THICKNESS_MEASUREMENT,tumor_thickness_measurement
TUMOR_TISSUE_ORIGIN,tumor_tissue_origin
TUMOR_TISSUE_SITE_OTHER,tumor_tissue_site_other
TUMOR_TISSUE_SITE_PATIENT,tumor_tissue_site_patient
TUMOR_TMB,tumor_tumor_mutational_burden
TUMOR_TOTAL_NECROSIS,tumor_total_necrosis
TUMOR_TREATED,tumor_treated
TUMOR_VOLUME,tumor_volume
TUMORSIZE_CM,tumorsize_centimeters
TX_17-DMAG,treatment_17-dmag
