original_value,top1_match,top2_match,top3_match,top4_match,top5_match,top1_confidence,top1_quality,top1_rationale,top2_confidence,top2_quality,top2_rationale,top3_confidence,top3_quality,top3_rationale,top4_confidence,top4_quality,top4_rationale,top5_confidence,top5_quality,top5_rationale,best_match_rank,best_match_confidence,overall_assessment
HEMANGIOPERICYTOMA OF THE CENTRAL NERVOUS SYSTEM,Hemangiopericytoma,Conventional Malignant Hemangiopericytoma,Benign Hemangiopericytoma,Hemangiopericytic Neoplasm,Infantile Hemangiopericytoma,0.35,fair,1/4 key terms matched; 25.0% term overlap,0.3,fair,1/4 key terms matched; 21.7% term overlap,0.25,poor,1/4 key terms matched; 23.0% term overlap,0.05,poor,No key term overlap - likely poor match,0.15,poor,1/4 key terms matched; 23.0% term overlap,1,0.35,low_confidence
HEPATOBILIARY CANCER,Hepatobiliary Neoplasm,Malignant Hepatobiliary Neoplasm,Biliary Tract Carcinoma,Bile Duct Carcinoma,Bile Duct Adenocarcinoma,0.55,moderate,1/2 key terms matched; 43.3% term overlap,0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.55,moderate_confidence
HEPATOBLASTOMA,Hepatoblastoma,Epithelial Hepatoblastoma,Metastatic Hepatoblastoma,Teratoid Hepatoblastoma,Non-Teratoid Hepatoblastoma,1.0,excellent,Exact match,0.9,excellent,All key terms present (1/1 terms matched),0.85,excellent,All key terms present (1/1 terms matched),0.8,good,All key terms present (1/1 terms matched),0.75,good,All key terms present (1/1 terms matched),1,1.0,high_confidence
HEPATOCELLULAR ADENOMA,Hepatocellular Adenoma,Inflammatory Hepatocellular Adenoma,Hepatocellular Carcinoma,HNF1alpha-Inactivated Hepatocellular Adenoma,Hepatoid Adenocarcinoma,1.0,excellent,Exact match,0.9,excellent,All key terms present (2/2 terms matched),0.45,fair,1/2 key terms matched; 43.3% term overlap,0.8,good,All key terms present (2/2 terms matched),0.0,poor,No key term overlap - likely poor match,1,1.0,high_confidence
HEPATOCELLULAR CARCINOMA,Hepatocellular Carcinoma,Liver Carcinoma,Advanced Hepatocellular Carcinoma,Small Hepatocellular Carcinoma,Adult Hepatocellular Carcinoma,1.0,excellent,Exact match,0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.85,excellent,All key terms present (2/2 terms matched),0.8,good,All key terms present (2/2 terms matched),0.75,good,All key terms present (2/2 terms matched),1,1.0,high_confidence
HEPATOCELLULAR_CANCER,Hepatocellular Carcinoma,"Hepatocellular Malignant Neoplasm, Not Otherwise Specified",Liver Carcinoma,Advanced Hepatocellular Carcinoma,Malignant Liver Neoplasm,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HEPATOCELLULAR_CARCINOMA,Hepatocellular Carcinoma,Liver Carcinoma,Advanced Hepatocellular Carcinoma,Small Hepatocellular Carcinoma,Clear Cell Hepatocellular Carcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HEPATOCHOLANGIOCARCINOMA MIXED,Mixed Carcinoma,Mixed Cell Adenocarcinoma,Mixed Cell Adenoma,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,Breast Mixed Carcinoma,0.55,moderate,1/2 key terms matched; 43.3% term overlap,0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.45,fair,1/2 key terms matched; 40.0% term overlap,0.05,poor,No key term overlap - likely poor match,0.35,fair,1/2 key terms matched; 40.0% term overlap,1,0.55,moderate_confidence
HEPTOCELLULAR CARCINOMA,Carcinoma,Chromophobe Hepatocellular Carcinoma,Squamous Cell Carcinoma,Clear Cell Adenocarcinoma,Water-Clear Cell Adenocarcinoma,0.55,moderate,1/2 key terms matched; 50.0% term overlap,0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.45,fair,1/2 key terms matched; 40.0% term overlap,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.55,moderate_confidence
HER2,HER2-Positive Breast Carcinoma,HER2-Negative Breast Carcinoma,HER2-Low Breast Carcinoma,Advanced HER2-Positive Breast Carcinoma,Advanced HER2-Negative Breast Carcinoma,0.95,excellent,All key terms present (1/1 terms matched),0.9,excellent,All key terms present (1/1 terms matched),0.85,excellent,All key terms present (1/1 terms matched),0.8,good,All key terms present (1/1 terms matched),0.75,good,All key terms present (1/1 terms matched),1,0.95,high_confidence
HER2-ENRICHED,HER2-Positive Breast Carcinoma,Advanced HER2-Positive Breast Carcinoma,HER2-Negative Breast Carcinoma,HER2-Low Breast Carcinoma,Refractory HER2-Positive Breast Carcinoma,0.35,fair,1/2 key terms matched; 38.0% term overlap,0.3,fair,1/2 key terms matched; 36.7% term overlap,0.25,poor,1/2 key terms matched; 38.0% term overlap,0.2,poor,1/2 key terms matched; 38.0% term overlap,0.15,poor,1/2 key terms matched; 36.7% term overlap,1,0.35,low_confidence
HGGNOS,High Grade Glandular Intraepithelial Neoplasia,High Grade Gastric Intraepithelial Neoplasia,Glandular Cell Intraepithelial Neoplasia,Ovarian Granulosa-Stromal Cell Tumor,High Grade Intraepithelial Neoplasia,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HGS,Ovarian High Grade Serous Adenocarcinoma,Gastric Sarcoma,Serous Neoplasm,Gastric Synovial Sarcoma,Gliosarcoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HGSOC,Ovarian High Grade Serous Adenocarcinoma,Microsatellite Stable Ovarian Carcinoma,Ovarian Serous Tumor,Ovarian Serous Cystadenocarcinoma,Serous Neoplasm,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
"HIGH-GRADE B-CELL LYMPHOMA, NOS",High Grade B-Cell Lymphoma,"High Grade B-Cell Lymphoma, Not Otherwise Specified",High Grade B-Cell Non-Hodgkin's Lymphoma,High Grade Burkitt-Like Lymphoma,High Grade B-Cell Lymphoma with Blastoid Morphologic Features,0.95,excellent,All key terms present (4/4 terms matched),0.9,excellent,All key terms present (4/4 terms matched),0.85,excellent,All key terms present (4/4 terms matched),0.55,moderate,3/4 key terms matched; 65.0% term overlap,0.75,good,All key terms present (4/4 terms matched),1,0.95,high_confidence
"HIGH-GRADE B-CELL LYMPHOMA, WITH MYC AND BCL2 AND/OR BCL6 REARRANGEMENTS",High Grade B-Cell Lymphoma with MYC and BCL2 and/or BCL6 Rearrangements,"High Grade B-Cell Lymphoma with MYC, BCL2, and BCL6 Rearrangements",High Grade B-Cell Lymphoma with MYC and BCL2 or BCL6 Rearrangements,High Grade B-Cell Lymphoma with MYC and BCL6 Rearrangements,High Grade B-Cell Lymphoma with MYC and BCL2 Rearrangements,1.0,excellent,Exact match,0.9,excellent,All key terms present (8/8 terms matched),0.85,excellent,All key terms present (8/8 terms matched),0.7,good,7/8 key terms matched; 87.5% term overlap,0.65,moderate,7/8 key terms matched; 87.5% term overlap,1,1.0,high_confidence
"HIGH-GRADE GLIOMA, NOS",High Grade Astrocytic Tumor,High Grade Lymphoma,High Grade Malignant Neoplasm,Malignant Glioma,Low Grade Glioma,0.55,moderate,2/3 key terms matched; 56.0% term overlap,0.65,moderate,2/3 key terms matched; 60.0% term overlap,0.45,fair,2/3 key terms matched; 56.0% term overlap,0.2,poor,1/3 key terms matched; 30.0% term overlap,0.5,fair,2/3 key terms matched; 60.0% term overlap,2,0.65,moderate_confidence
HIGH-GRADE NEUROENDOCRINE CARCINOMA OF THE COLON AND RECTUM,Colon Neuroendocrine Carcinoma,Colorectal Neuroendocrine Carcinoma,Colon Large Cell Neuroendocrine Carcinoma,Colorectal Large Cell Neuroendocrine Carcinoma,Rectal Large Cell Neuroendocrine Carcinoma,0.55,moderate,3/6 key terms matched; 50.0% term overlap,0.3,fair,2/6 key terms matched; 31.4% term overlap,0.45,fair,3/6 key terms matched; 45.0% term overlap,0.2,poor,2/6 key terms matched; 28.9% term overlap,0.15,poor,2/6 key terms matched; 28.9% term overlap,1,0.55,moderate_confidence
HIGH-GRADE SEROUS FALLOPIAN TUBE CANCER,Fallopian Tube High Grade Serous Adenocarcinoma,Advanced Fallopian Tube High Grade Serous Adenocarcinoma,Metastatic Fallopian Tube High Grade Serous Adenocarcinoma,Low Grade Fallopian Tube Serous Adenocarcinoma,Platinum-Resistant Fallopian Tube High Grade Serous Adenocarcinoma,0.7,good,5/6 key terms matched; 78.6% term overlap,0.65,moderate,5/6 key terms matched; 75.0% term overlap,0.6,moderate,5/6 key terms matched; 75.0% term overlap,0.55,moderate,4/6 key terms matched; 60.0% term overlap,0.5,fair,5/6 key terms matched; 72.2% term overlap,1,0.7,good_confidence
HIGH-GRADE SEROUS OVARIAN CANCER,Ovarian High Grade Serous Adenocarcinoma,Advanced Ovarian High Grade Serous Adenocarcinoma,Malignant Ovarian Serous Tumor,Ovarian Serous Adenocarcinoma,Unresectable Ovarian High Grade Serous Adenocarcinoma,0.7,good,4/5 key terms matched; 74.7% term overlap,0.65,moderate,4/5 key terms matched; 70.9% term overlap,0.25,poor,2/5 key terms matched; 35.4% term overlap,0.2,poor,2/5 key terms matched; 37.3% term overlap,0.5,fair,4/5 key terms matched; 70.9% term overlap,1,0.7,good_confidence
HIGH_GRADE_SEROUS,Ovarian High Grade Serous Adenocarcinoma,Primary Peritoneal High Grade Serous Adenocarcinoma,Serous Neoplasm,Advanced Ovarian High Grade Serous Adenocarcinoma,High Grade Sarcoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HISTIOCYTIC AND DENDRITIC CELL NEOPLASMS,Histiocytic and Dendritic Cell Neoplasm,Cutaneous Histiocytic and Dendritic Cell Neoplasm,Central Nervous System Histiocytic and Dendritic Cell Neoplasm,Head and Neck Histiocytic and Dendritic Cell Neoplasm,Thyroid Gland Histiocytic and Dendritic Cell Neoplasm,0.7,good,3/4 key terms matched; 69.0% term overlap,0.65,moderate,3/4 key terms matched; 65.0% term overlap,0.6,moderate,3/4 key terms matched; 60.0% term overlap,0.55,moderate,3/4 key terms matched; 62.1% term overlap,0.5,fair,3/4 key terms matched; 62.1% term overlap,1,0.7,good_confidence
HISTIOCYTIC DENDRITIC CELL SARCOMA,Histiocytic Sarcoma,Histiocytic and Dendritic Cell Neoplasm,Follicular Dendritic Cell Sarcoma,Interdigitating Dendritic Cell Sarcoma,Malignant Histiocytosis,0.55,moderate,2/4 key terms matched; 50.0% term overlap,0.65,moderate,3/4 key terms matched; 69.0% term overlap,0.6,moderate,3/4 key terms matched; 69.0% term overlap,0.55,moderate,3/4 key terms matched; 69.0% term overlap,0.0,poor,No key term overlap - likely poor match,2,0.65,moderate_confidence
HISTIOCYTIC SARCOMA,Histiocytic Sarcoma,True Histiocytic Lymphoma,Histiocytoma,Malignant Histiocytosis,Sarcoma,1.0,excellent,Exact match,0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.35,fair,1/2 key terms matched; 50.0% term overlap,1,1.0,high_confidence
HISTIOCYTIC_LYMPHOMA,True Histiocytic Lymphoma,"Malignant Lymphoma, Histiocytic, Diffuse",Histiocytic Sarcoma,Malignant Histiocytosis,Histiocytoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HNSC,Sinonasal Neuroendocrine Carcinoma,Head and Neck Neuroendocrine Carcinoma,Neuroendocrine Carcinoma,Nasopharyngeal Neuroendocrine Carcinoma,Head and Neck Sebaceous Carcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HODGKIN LYMPHOMA,Hodgkin Lymphoma,Classic Hodgkin Lymphoma,Hodgkin Lymphoma by Clinical Course,Adult Hodgkin Lymphoma,Cerebral Hodgkin Lymphoma,1.0,excellent,Exact match,0.9,excellent,All key terms present (2/2 terms matched),0.85,excellent,All key terms present (2/2 terms matched),0.8,good,All key terms present (2/2 terms matched),0.75,good,All key terms present (2/2 terms matched),1,1.0,high_confidence
HODGKINS,Hodgkin Lymphoma,Classic Hodgkin Lymphoma,Hodgkin's Granuloma,Hodgkin's Sarcoma,Hodgkin Lymphoma by Clinical Course,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HODGKIN_LYMPHOMA,Hodgkin Lymphoma,Classic Hodgkin Lymphoma,Hodgkin Lymphoma by Clinical Course,Hodgkin's Sarcoma,Cerebral Hodgkin Lymphoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HURTHLE,Branchioma,Leukemia,Acute Leukemia,Myeloid Leukemia,Glioblastoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
HURTHLE CELL THYROID CANCER,Thyroid Gland Oncocytic Carcinoma,Thyroid Gland Anaplastic Carcinoma,Thyroid Gland Oncocytic Neoplasm,Thyroid Gland Adenocarcinoma,Tall Cell Variant Thyroid Gland Papillary Carcinoma,0.35,fair,1/4 key terms matched; 20.7% term overlap,0.3,fair,1/4 key terms matched; 20.7% term overlap,0.25,poor,1/4 key terms matched; 20.7% term overlap,0.2,poor,1/4 key terms matched; 21.7% term overlap,0.15,poor,2/4 key terms matched; 38.9% term overlap,1,0.35,low_confidence
HYPERMUTATED,Hypermutated Colorectal Carcinoma,High Grade Malignant Neoplasm,Multiple Myeloma with Hyperdiploidy,Hereditary Malignant Neoplasm,High Grade Sarcoma,0.95,excellent,All key terms present (1/1 terms matched),0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.95,high_confidence
HYPOPHARYNGEAL,Benign Hypopharyngeal Neoplasm,Hypopharyngeal Carcinoma,Malignant Hypopharyngeal Neoplasm,Hypopharyngeal Neoplasm,Hypopharyngeal Verrucous Carcinoma,0.95,excellent,All key terms present (1/1 terms matched),0.9,excellent,All key terms present (1/1 terms matched),0.85,excellent,All key terms present (1/1 terms matched),0.8,good,All key terms present (1/1 terms matched),0.75,good,All key terms present (1/1 terms matched),1,0.95,high_confidence
HYPOPHARYNX SQUAMOUS CELL CARCINOMA,Hypopharyngeal Squamous Cell Carcinoma,Hypopharyngeal Spindle Cell Squamous Carcinoma,Hypopharyngeal Carcinoma,Hypopharyngeal Papillary Squamous Cell Carcinoma,Hypopharyngeal Basaloid Squamous Cell Carcinoma,0.7,good,3/4 key terms matched; 69.0% term overlap,0.65,moderate,3/4 key terms matched; 65.0% term overlap,0.25,poor,1/4 key terms matched; 23.0% term overlap,0.55,moderate,3/4 key terms matched; 65.0% term overlap,0.5,fair,3/4 key terms matched; 65.0% term overlap,1,0.7,good_confidence
IDC,Breast Ductal Carcinoma In Situ,Invasive Carcinoma,Differentiated Intraepithelial Neoplasia,Carcinoma In Situ,Adenocarcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
IMMATURE TERATOMA,Immature Teratoma,Childhood Immature Teratoma,Central Nervous System Immature Teratoma,Mature Teratoma,Teratoma,1.0,excellent,Exact match,0.9,excellent,All key terms present (2/2 terms matched),0.85,excellent,All key terms present (2/2 terms matched),0.4,fair,1/2 key terms matched; 43.3% term overlap,0.35,fair,1/2 key terms matched; 50.0% term overlap,1,1.0,high_confidence
IMMUNOBLASTIC,Immunoblastic Lymphoma,Adult Immunoblastic Lymphoma,Childhood Immunoblastic Lymphoma,Thyroid Gland Immunoblastic Lymphoma,Recurrent Immunoblastic Lymphoma,0.95,excellent,All key terms present (1/1 terms matched),0.9,excellent,All key terms present (1/1 terms matched),0.85,excellent,All key terms present (1/1 terms matched),0.8,good,All key terms present (1/1 terms matched),0.75,good,All key terms present (1/1 terms matched),1,0.95,high_confidence
INFANTILE FIBROSARCOMA,Infantile Fibrosarcoma,Childhood Fibrosarcoma,Fibrosarcoma,Infantile Myofibroma,Conventional Fibrosarcoma,1.0,excellent,Exact match,0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.45,fair,1/2 key terms matched; 50.0% term overlap,0.4,fair,1/2 key terms matched; 43.3% term overlap,0.35,fair,1/2 key terms matched; 43.3% term overlap,1,1.0,high_confidence
INFANTILE MYOFIBROMA,Infantile Myofibroma,Infantile Myofibromatosis 1,Infantile Myofibromatosis 2,Myofibroma,Myofibromatosis,1.0,excellent,Exact match,0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.45,fair,1/2 key terms matched; 43.3% term overlap,0.4,fair,1/2 key terms matched; 50.0% term overlap,0.0,poor,No key term overlap - likely poor match,1,1.0,high_confidence
INFANTILE SARCOMA,Childhood Sarcoma,Infantile Fibrosarcoma,Sarcoma,Childhood Bone Sarcoma,Intimal Sarcoma,0.55,moderate,1/2 key terms matched; 43.3% term overlap,0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.45,fair,1/2 key terms matched; 50.0% term overlap,0.4,fair,1/2 key terms matched; 40.0% term overlap,0.35,fair,1/2 key terms matched; 43.3% term overlap,1,0.55,moderate_confidence
