original_value,curated_ontology,match_level,top_results
DIFFUSE LARGE CELL LYMPHOMA NON-CLEAVED TYPE,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",0,"Malignant Lymphoma, Large Cell, Non-Cleaved (Score: 0.9605);Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type (Score: 0.9535);Diffuse Large B-Cell Lymphoma (Score: 0.9531);Diffuse Large B-Cell Lymphoma Activated B-Cell Type (Score: 0.9531);Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System (Score: 0.9343)"
ALVEOLAR,Alveolar,1,Alveolar (Score: 1.0000);Alveolar Rhabdomyosarcoma (Score: 0.9225);Lung Acinar Adenocarcinoma (Score: 0.9047);Acinar Cell (Score: 0.9022);Lung (Score: 0.8933)
UTERINE_SARCOMA,Uterine Corpus Sarcoma,1,Uterine Corpus Sarcoma (Score: 0.9598);Uterine Corpus Undifferentiated Sarcoma (Score: 0.9474);Uterine Neoplasm (Score: 0.9444);Uterine Carcinosarcoma (Score: 0.9425);Sarcoma (Score: 0.9374)
PITUICYTOMA,Pituicytoma,1,Pituicytoma (Score: 1.0000);Pleomorphic Xanthoastrocytoma (Score: 0.9080);Plasmacytoma (Score: 0.8989);Chordoma (Score: 0.8952);Chondroblastoma (Score: 0.8949)
MIXED_ADENOSQUAMOUS_CARCINOMA,Adenosquamous Carcinoma,1,Adenosquamous Carcinoma (Score: 0.9648);Lung Adenosquamous Carcinoma (Score: 0.9516);Esophageal Adenosquamous Carcinoma (Score: 0.9486);Cervical Adenosquamous Carcinoma (Score: 0.9484);Mixed Carcinoma (Score: 0.9482)
MYELOID LEUKEMIA ASSOCIATED WITH DOWN SYNDROME,Myeloid Leukemia Associated with Down Syndrome,1,Myeloid Leukemia Associated with Down Syndrome (Score: 1.0000);Myelodysplastic Syndrome (Score: 0.9317);Acute Myeloid Leukemia with Myelodysplasia-Related Changes (Score: 0.9304);Down Syndrome (Score: 0.9289);Myelodysplastic Syndrome with del(5q) (Score: 0.9233)
ENDOMETRIAL ADENOCARCINOMA,Endometrial Adenocarcinoma,1,Endometrial Adenocarcinoma (Score: 1.0000);Endometrial Endometrioid Adenocarcinoma (Score: 0.9763);Endometrial Carcinoma (Score: 0.9696);Endometrioid Adenocarcinoma (Score: 0.9643);Endometrial Serous Adenocarcinoma (Score: 0.9634)
COLON,Colon,1,Colon (Score: 1.0000);Colon Carcinoma (Score: 0.9529);Sigmoid Colon (Score: 0.9528);Colorectal (Score: 0.9523);Colon Adenocarcinoma (Score: 0.9483)
PLMESO,Pleural Mesothelioma,0,Paraspinal (Score: 0.8661);Lymphoma (Score: 0.8656);Pleura (Score: 0.8644);Peritoneum (Score: 0.8631);Myxoma (Score: 0.8628)
INFANTILE SARCOMA,Infantile Sarcoma,1,Infantile Sarcoma (Score: 1.0000);Infantile Fibrosarcoma (Score: 0.9453);Infantile Myofibroma (Score: 0.9234);Intimal Sarcoma (Score: 0.9219);Sarcoma (Score: 0.9215)
MULLERIAN CARCINOSARCOMA AND YOLK SAC TUMOR,Malignant Mixed Mesodermal (Mullerian) Tumor<;>Carcinosarcoma<;>Yolk Sac Tumor,0,"Yolk Sac Tumor (Score: 0.9468);Uterine Carcinosarcoma, Heterologous Type (Score: 0.9288);Uterine Carcinosarcoma, Homologous Type (Score: 0.9288);Uterine Carcinosarcoma (Score: 0.9249);Malignant Mixed Mesodermal (Mullerian) Tumor (Score: 0.9245)"
MICROPAPILLARY/ SOLID,Micropapillary Growth Pattern<;>Solid,0,Solid (Score: 0.9168);Micropapillary Growth Pattern (Score: 0.9141);Breast Solid Papillary Carcinoma (Score: 0.9107);Papillary (Score: 0.9086);Lung Micropapillary Adenocarcinoma (Score: 0.9064)
CHORDOMA_SACRAL,Sacral Chordoma,1,Sacral Chordoma (Score: 0.9827);Chordoma (Score: 0.9574);Sacrococcygeal Teratoma (Score: 0.9158);Schwannoma (Score: 0.8902);Myxoma (Score: 0.8889)
CHORDOMA,Chordoma,1,Chordoma (Score: 1.0000);Sacral Chordoma (Score: 0.9570);Ependymoma (Score: 0.9090);Myxoma (Score: 0.9083);Papilloma (Score: 0.9074)
SPECIFIC_DX_AT_ACQUISITION_MDSMPN,Myelodysplastic/Myeloproliferative Neoplasm,0,"Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM (Score: 0.8720);Acute Myeloid Leukemia with inv(3)(q21.3;q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM (Score: 0.8720);Acute Myeloid Leukemia with Myelodysplasia-Related Changes (Score: 0.8673);Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11 (Score: 0.8669);Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1 (Score: 0.8659)"
COMBINED SMALL CELL LUNG CARCINOMA,Combined Lung Small Cell Carcinoma,1,Combined Lung Small Cell Carcinoma (Score: 0.9989);Lung Small Cell Carcinoma (Score: 0.9516);Lung Non-Small Cell Carcinoma (Score: 0.9427);Non-Small Cell Carcinoma (Score: 0.9361);Small Cell Adenocarcinoma (Score: 0.9255)
"HEAD & NECK SQUAMOUS CELL CARCINOMA, SPINDLE CELL VARIANT",Head and Neck Squamous Cell Carcinoma<;>Spindle Cell Squamous Cell Carcinoma,0,Spindle Cell Squamous Cell Carcinoma (Score: 0.9669);Head and Neck Squamous Cell Carcinoma (Score: 0.9613);Hypopharyngeal Squamous Cell Carcinoma (Score: 0.9458);Lung Spindle Cell Carcinoma (Score: 0.9443);Squamous Cell Carcinoma (Score: 0.9412)
EMBRYONAL CARCINOMASEMINOMA,Embryonal Carcinoma<;>Seminoma,0,"Embryonal Carcinoma (Score: 0.9767);Embryonal Neoplasm (Score: 0.9626);Embryonal Rhabdomyosarcoma (Score: 0.9471);Central Nervous System Embryonal Tumor (Score: 0.9422);Central Nervous System Embryonal Tumor, Not Otherwise Specified (Score: 0.9278)"
CARCINOMA WITH SQUAMOUS DIFFERENTIATION,Gallbladder Squamous Cell Carcinoma,0,Squamous Cell Carcinoma (Score: 0.9647);Lung Squamous Cell Carcinoma (Score: 0.9540);Cervical Squamous Cell Carcinoma (Score: 0.9527);Laryngeal Squamous Cell Carcinoma (Score: 0.9525);Salivary Gland Squamous Cell Carcinoma (Score: 0.9511)
CHOLANGIO INTRAHEPATIC,Intrahepatic Cholangiocarcinoma,1,Intrahepatic Cholangiocarcinoma (Score: 0.9502);Intrahepatic (Score: 0.9402);Cholangiocarcinoma (Score: 0.9289);Hilar Cholangiocarcinoma (Score: 0.9254);Liver and Intrahepatic Bile Duct Carcinoma (Score: 0.9190)
INITIAL CNS TUMOR LAST INITIAL,Central Nervous System Neoplasm,1,Central Nervous System Neoplasm (Score: 0.9000);Malignant Central Nervous System Neoplasm (Score: 0.8965);Brain Neoplasm (Score: 0.8924);Central Nervous System Solitary Fibrous Tumor (Score: 0.8908);Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System (Score: 0.8892)
DIFFUSE SCLEROSING VARIANT,Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,1,"Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma (Score: 0.9548);Diffuse (Score: 0.9255);Malignant Lymphoma, Histiocytic, Diffuse (Score: 0.9143);Diffuse Large B-Cell Lymphoma (Score: 0.9106);Gastric Diffuse Adenocarcinoma (Score: 0.9090)"
LUNG SQUAMOUS CELL CARCINOMA,Lung Squamous Cell Carcinoma,1,Lung Squamous Cell Carcinoma (Score: 1.0000);Squamous Cell Carcinoma (Score: 0.9852);Laryngeal Squamous Cell Carcinoma (Score: 0.9727);Skin Squamous Cell Carcinoma (Score: 0.9697);Esophageal Squamous Cell Carcinoma (Score: 0.9664)
"SQUAMOUS CELL CARCINOMA, ORAL",Oral Cavity Squamous Cell Carcinoma,1,Oral Cavity Squamous Cell Carcinoma (Score: 0.9858);Squamous Cell Carcinoma (Score: 0.9767);Tongue Squamous Cell Carcinoma (Score: 0.9719);Head and Neck Squamous Cell Carcinoma (Score: 0.9709);Buccal Mucosa Squamous Cell Carcinoma (Score: 0.9701)
DESMOID TUMOR,Desmoid Fibromatosis,2,Desmoplastic (Score: 0.9545);Desmoid Fibromatosis (Score: 0.9497);Desmoplastic Melanoma (Score: 0.9365);Desmoplastic Small Round Cell Tumor (Score: 0.9352);Ossifying Fibromyxoid Tumor (Score: 0.9208)
TUMOR_FREE,Tumor Free,1,Tumor Free (Score: 0.9912);With Tumor (Score: 0.9071);Malignant Brain Neoplasm (Score: 0.8897);Brain Neoplasm (Score: 0.8883);Transurethral Resection of Bladder Tumor (Score: 0.8859)
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,0,"Testicular Non-Seminomatous Germ Cell Tumor (Score: 0.9414);Central Nervous System Embryonal Tumor, Not Otherwise Specified (Score: 0.9345);Teratoma with Somatic-Type Malignancy (Score: 0.9339);Yolk Sac Tumor (Score: 0.9235);Mature T-Cell and NK-Cell Neoplasm (Score: 0.9206)"
"CHOLANGIOCARCINOMA, INTRAHEPATIC",Intrahepatic Cholangiocarcinoma,1,Intrahepatic Cholangiocarcinoma (Score: 0.9887);Cholangiocarcinoma (Score: 0.9698);Intrahepatic (Score: 0.9521);Hilar Cholangiocarcinoma (Score: 0.9506);Liver and Intrahepatic Bile Duct Carcinoma (Score: 0.9464)
HODGKIN LYMPHOMA-LIKE PTLD,Hodgkin-Like Post-Transplant Lymphoproliferative Disorder,1,Hodgkin-Like Post-Transplant Lymphoproliferative Disorder (Score: 0.9450);Hodgkin Lymphoma (Score: 0.9298);Classic Hodgkin Lymphoma (Score: 0.9153);Non-Hodgkin Lymphoma (Score: 0.9148);T-Cell Non-Hodgkin Lymphoma (Score: 0.9099)
ADENOCARCINOMA-MAMMARY GLAND; BREAST; EPITHELIAL; METASTATIC SITE: PLEURAL EFFUSION;,Breast Adenocarcinoma<;>Pleural Effusion<;>Site of Metastasis,0,Breast Adenocarcinoma (Score: 0.9282);Lung Adenocarcinoma (Score: 0.9250);Adenocarcinoma (Score: 0.9227);Pleural Mesothelioma (Score: 0.9177);Pleural Effusion (Score: 0.9176)
"MIXED PHENOTYPE ACUTE LEUKEMIA, T/MYELOID, NOS","Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified",1,"Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified (Score: 0.9915);Mixed Phenotype Acute Leukemia, B/Myeloid (Score: 0.9857);Mixed Phenotype Acute Leukemia, B/Myeloid, Not Otherwise Specified (Score: 0.9833);Acute Myeloid Leukemia with Maturation (Score: 0.9429);Acute Myeloid Leukemia with Multilineage Dysplasia (Score: 0.9392)"
BCR-ABL1,"B Lymphoblastic Leukemia/Lymphoma, BCR-ABL1-Like",3," BCR-ABL1 (Score: 1.0000);Chronic Myelogenous Leukemia, BCR-ABL1 Positive (Score: 0.9541);B Lymphoblastic Leukemia/Lymphoma, BCR-ABL1-Like (Score: 0.9422);Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive (Score: 0.9386);B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1 (Score: 0.9375)"
BRCA_LUMB,Luminal B Breast Carcinoma,3,Basal-Like Breast Carcinoma (Score: 0.8963);Benign Breast Phyllodes Tumor (Score: 0.8908);Luminal B Breast Carcinoma (Score: 0.8900);Breast Lobular Carcinoma (Score: 0.8881);Breast (Score: 0.8878)
"SALIVARY CARCINOMA, OTHER",Salivary Gland Carcinoma,1,Salivary Gland Carcinoma (Score: 0.9599);Salivary Gland Secretory Carcinoma (Score: 0.9462);Salivary Duct Carcinoma (Score: 0.9433);Salivary Gland Squamous Cell Carcinoma (Score: 0.9426);Salivary Gland Adenocarcinoma (Score: 0.9360)
ESOPHAGEAL ADENOSQUAMOUS CARCINOMA,Esophageal Adenosquamous Carcinoma,1,Esophageal Adenosquamous Carcinoma (Score: 1.0000);Adenosquamous Carcinoma (Score: 0.9814);Endometrial Adenosquamous Carcinoma (Score: 0.9755);Gastric Adenosquamous Carcinoma (Score: 0.9742);Cervical Adenosquamous Carcinoma (Score: 0.9719)
INFILTRATING LOBULAR CARCINOMA,Invasive Breast Lobular Carcinoma,1,Invasive Breast Lobular Carcinoma (Score: 0.9722);Breast Lobular Carcinoma (Score: 0.9639);Invasive Breast Ductal Carcinoma and Lobular Carcinoma (Score: 0.9557);Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma (Score: 0.9500);Invasive Breast Carcinoma (Score: 0.9383)
PDA -  SIGNET RING,Pancreatic Signet Ring Cell Carcinoma,1,Pancreatic Signet Ring Cell Carcinoma (Score: 0.8924);Signet Ring Cell (Score: 0.8883);Signet Ring Adenocarcinoma Cell (Score: 0.8849);Signet Ring Cell Carcinoma (Score: 0.8757);Gastric Signet Ring Cell Adenocarcinoma (Score: 0.8709)
ACUTE PROMYELOCYTIC LEUKAEMIA WITH T15;17Q22;Q12;  PML-RARA,Acute Promyelocytic Leukemia with PML-RARA,2,Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA (Score: 0.9860);Acute Promyelocytic Leukemia with PML-RARA (Score: 0.9670);Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-MLL (Score: 0.9526);Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11 (Score: 0.9524);Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1 (Score: 0.9521)
"STOMACH, INTESTINAL ADENOCARCINOMA, PAPILLARY TYPE",Gastric Papillary Adenocarcinoma,2,"Gastric Intestinal-Type Adenocarcinoma (Score: 0.9695);Gastric Papillary Adenocarcinoma (Score: 0.9567);Cervical Mucinous Adenocarcinoma, Intestinal-Type (Score: 0.9459);Papillary Adenocarcinoma (Score: 0.9329);Lung Papillary Adenocarcinoma (Score: 0.9302)"
"ADENOCARCINOMA, ENDOMETRIOID",Endometrioid Adenocarcinoma,1,Endometrioid Adenocarcinoma (Score: 0.9870);Endometrial Endometrioid Adenocarcinoma (Score: 0.9830);Ovarian Endometrioid Adenocarcinoma (Score: 0.9787);Cervical Endometrioid Adenocarcinoma (Score: 0.9750);Endometrioid Tumor (Score: 0.9648)
SARC_MFS/UPS,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,0,Spindle Cell/Sclerosing Rhabdomyosarcoma (Score: 0.8773);Sarcoma (Score: 0.8750);Fibrosarcoma (Score: 0.8729);Leiomyosarcoma (Score: 0.8716);Sclerosing Epithelioid Fibrosarcoma (Score: 0.8690)
CHOROID PLEXUS TUMOR,Choroid Plexus Neoplasm,1,Choroid Plexus Neoplasm (Score: 0.9851);Choroid Plexus Papilloma (Score: 0.9652);Atypical Choroid Plexus Papilloma (Score: 0.9390);Ependymal Tumor (Score: 0.9253);Central Nervous System Neoplasm (Score: 0.9125)
COLORECTAL CANCER,Colorectal Carcinoma,1,Colorectal Carcinoma (Score: 0.9803);Colorectal (Score: 0.9679);Colorectal Adenocarcinoma (Score: 0.9666);Colon Carcinoma (Score: 0.9522);Colon Adenocarcinoma (Score: 0.9450)
ACUTE MYELOID LEUKAEMIA (AML) AND RELATED PRECURSOR NEOPLASMS,Acute Myeloid Leukemia,1,Acute Myeloid Leukemia (Score: 0.9564);Acute Myeloid Leukemia Not Otherwise Specified (Score: 0.9439);Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1 (Score: 0.9438);Acute Myeloid Leukemia with MLL Rearrangement (Score: 0.9433);Acute Myeloid Leukemia with t(8;21)(q22; q22.1); RUNX1-RUNX1T1 (Score: 0.9432)
T-CELL_ALL,T Acute Lymphoblastic Leukemia,0,T-Lymphocyte (Score: 0.9273);T-Cell Non-Hodgkin Lymphoma (Score: 0.9149);Adult T-Cell Leukemia/Lymphoma (Score: 0.8970);B-Lymphocyte (Score: 0.8948);T Lymphoblastic Leukemia/Lymphoma (Score: 0.8931)
UROTHELIAL CARCINOMA OTHER,Urothelial Carcinoma,1,Urothelial Carcinoma (Score: 0.9622);Bladder Urothelial Carcinoma (Score: 0.9506);upper tract urothelial carcinoma (Score: 0.9480);Urethral Urothelial Carcinoma (Score: 0.9471);Urothelial Papilloma (Score: 0.9332)
LUNG BRONCHIOLOALVEOLAR CARCINOMA MUCINOUS,Lung Mucinous Adenocarcinoma,1,Lung Mucinous Adenocarcinoma (Score: 0.9653);Breast Mucinous Carcinoma (Score: 0.9540);Invasive Lung Mucinous Adenocarcinoma (Score: 0.9471);Lung Non-Mucinous Adenocarcinoma (Score: 0.9445);Mucinous Adenocarcinoma (Score: 0.9443)
INTRAHEPATIC,Intrahepatic,1,Intrahepatic (Score: 1.0000);Intrahepatic Cholangiocarcinoma (Score: 0.9585);Extrahepatic (Score: 0.9207);Liver and Intrahepatic Bile Duct Carcinoma (Score: 0.9155);Liver and Intrahepatic Bile Duct Neoplasm (Score: 0.9150)
PAGET DISEASE OF THE NIPPLE,Nipple Paget Disease,1,Nipple Paget Disease (Score: 0.9902);Extramammary Paget Disease (Score: 0.9107);Breast Inflammatory Carcinoma (Score: 0.8760);Solid Pseudopapillary Neoplasm of the Pancreas (Score: 0.8737);Tubulolobular Breast Carcinoma (Score: 0.8704)
MYCOSIS_FUNGOIDES,Mycosis Fungoides,1,Mycosis Fungoides (Score: 0.9924);Mycosis Fungoides and Sezary Syndrome (Score: 0.9346);Skin Metatypical Carcinoma (Score: 0.8896);Malignant Skin Neoplasm (Score: 0.8801);Skin Fibroblastic Neoplasm (Score: 0.8750)
LOW GRADE FIBROMYXOID SARCOMA,Low Grade Fibromyxoid Sarcoma,1,Low Grade Fibromyxoid Sarcoma (Score: 1.0000);Low Grade Endometrioid Stromal Sarcoma (Score: 0.9415);Low Grade Glioma (Score: 0.9303);Low Grade Astrocytoma (Score: 0.9302);Ossifying Fibromyxoid Tumor (Score: 0.9095)
LIHC,Hepatocellular Carcinoma,3,Leukemia (Score: 0.8671);Lymphocyte (Score: 0.8618);Hepatocellular Carcinoma (Score: 0.8610);Liver (Score: 0.8597);Intrahepatic (Score: 0.8591)
1-ERG,ERG Gene,1,ERG Gene (Score: 0.9337);ERG Gene Rearrangement (Score: 0.9050);ETV1 Gene (Score: 0.8805);Endometrium (Score: 0.8800);q11.2) (Score: 0.8763)
SEBACEOUS CARCINOMA,Sebaceous Carcinoma,1,Sebaceous Carcinoma (Score: 1.0000);Sweat Gland Carcinoma (Score: 0.9420);Skin Carcinoma (Score: 0.9418);skin appendage carcinoma (Score: 0.9337);Skin Squamous Cell Carcinoma (Score: 0.9317)
"NON-SMALL CELL LUNG CANCER NSCLC, LARGE CELL CARCINOMA",Lung Non-Small Cell Carcinoma<;>Large Cell Carcinoma,0,"Lung Non-Small Cell Carcinoma (Score: 0.9759);Non-Small Cell Carcinoma (Score: 0.9607);Lung Large Cell Carcinoma (Score: 0.9602);Lung Large Cell Carcinoma, Clear Cell Variant (Score: 0.9570);Lung Small Cell Carcinoma (Score: 0.9566)"
CERVICAL_ADENOCARCINOMA,Cervical Adenocarcinoma,1,Cervical Adenocarcinoma (Score: 0.9937);Cervical Carcinoma (Score: 0.9625);Adenocarcinoma (Score: 0.9563);Cervical Endometrioid Adenocarcinoma (Score: 0.9545);Cervical Adenocarcinoma In Situ (Score: 0.9531)
NON-HODGKINS LYMPHOMA,Non-Hodgkin Lymphoma,1,Non-Hodgkin Lymphoma (Score: 0.9984);B-Cell Non-Hodgkin Lymphoma (Score: 0.9751);T-Cell Non-Hodgkin Lymphoma (Score: 0.9689);Mediastinal Non-Hodgkin Lymphoma (Score: 0.9621);Hodgkin Lymphoma (Score: 0.9492)
ADAMANTINOMA,Adamantinoma,1,"Adamantinoma (Score: 1.0000);Adamantinomatous Craniopharyngioma (Score: 0.9477);Anaplastic Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted (Score: 0.8698);Glioblastoma (Score: 0.8696);Adenocarcinoma (Score: 0.8673)"
TRANSLOCATION,Translocation,1,Translocation (Score: 1.0000);Chromosomal Translocation (Score: 0.9436);MLL Gene Translocation (Score: 0.9068);Hemangioma (Score: 0.8747);MiT Family Translocation-Associated Renal Cell Carcinoma (Score: 0.8727)
URETHRAL UROTHELIAL CARCINOMA,Urethral Urothelial Carcinoma,1,Urethral Urothelial Carcinoma (Score: 1.0000);Urethral Carcinoma (Score: 0.9860);Urothelial Carcinoma (Score: 0.9798);Bladder Urothelial Carcinoma (Score: 0.9700);Urethral Squamous Cell Carcinoma (Score: 0.9604)
SALIVARY ADENOCARCINOMA NOS,Salivary Gland Adenocarcinoma,1,Salivary Gland Adenocarcinoma (Score: 0.9665);Salivary Gland Carcinoma (Score: 0.9495);Salivary Gland Secretory Carcinoma (Score: 0.9462);Salivary Duct Carcinoma (Score: 0.9396);Salivary Gland Squamous Cell Carcinoma (Score: 0.9349)
BRONCHIOALVEOLAR_CARCINOMA,Lung Adenocarcinoma In Situ,0,Lung Carcinoma (Score: 0.9435);Lung Adenosquamous Carcinoma (Score: 0.9327);Breast Carcinoma (Score: 0.9285);Carcinoma (Score: 0.9260);Lung Adenoid Cystic Carcinoma (Score: 0.9220)
UTERINE CARCINOSARCOMA,Uterine Carcinosarcoma,1,"Uterine Carcinosarcoma (Score: 1.0000);Carcinosarcoma (Score: 0.9661);Ovarian Carcinosarcoma (Score: 0.9545);Uterine Carcinosarcoma, Homologous Type (Score: 0.9527);Uterine Carcinosarcoma, Heterologous Type (Score: 0.9475)"
SKCM,Cutaneous Melanoma,0,Colon (Score: 0.8863);Sigmoid Colon (Score: 0.8822);Hemangioma (Score: 0.8810);Chondrosarcoma (Score: 0.8788);Meningioma (Score: 0.8775)
ACUTE MEGAKARYOBLASTIC LEUKAEMIA,Acute Megakaryoblastic Leukemia,1,Acute Megakaryoblastic Leukemia (Score: 0.9914);Acute Myeloid Leukemia (Score: 0.9541);Acute Monocytic Leukemia (Score: 0.9535);Acute Myelomonocytic Leukemia (Score: 0.9464);Acute Erythroid Leukemia (Score: 0.9446)
ACRAL LENTIGINOUS,Acral Lentiginous Melanoma,1,Acral Lentiginous Melanoma (Score: 0.9716);Lentigo Maligna (Score: 0.9038);Lentigo Maligna Melanoma (Score: 0.8952);Laryngeal (Score: 0.8819);Anaplastic (Score: 0.8695)
SPINDLE CELL RHABDOMYOSARCOMA,Spindle Cell Rhabdomyosarcoma,1,Spindle Cell Rhabdomyosarcoma (Score: 1.0000);Spindle Cell/Sclerosing Rhabdomyosarcoma (Score: 0.9766);Spindle Cell Sarcoma (Score: 0.9630);Spindle Cell Neoplasm (Score: 0.9429);Rhabdomyosarcoma (Score: 0.9378)
DEDIFFERENTIATED,Dedifferentiated Chondrosarcoma,1,Dedifferentiated Chondrosarcoma (Score: 0.9565);Dedifferentiated Liposarcoma (Score: 0.9509);Endometrial Dedifferentiated Carcinoma (Score: 0.9313);Carcinoma Exhibiting Undifferentiated or Dedifferentiated Features (Score: 0.9182);Poorly Differentiated (Score: 0.9035)
SALIVARY CARCINOMA,Salivary Gland Carcinoma,1,Salivary Gland Carcinoma (Score: 0.9904);Salivary Gland Secretory Carcinoma (Score: 0.9740);Salivary Duct Carcinoma (Score: 0.9716);Salivary Gland Squamous Cell Carcinoma (Score: 0.9618);Salivary Gland Adenocarcinoma (Score: 0.9541)
SALIVARY GLAND-TYPE TUMOR OF THE LUNG,Malignant Mixed Tumor of the Salivary Gland<;>Lung Neoplasm,0,Salivary Gland Carcinoma (Score: 0.9336);Salivary Gland Squamous Cell Carcinoma (Score: 0.9324);Salivary Gland Adenocarcinoma (Score: 0.9317);Lung Adenosquamous Carcinoma (Score: 0.9260);Lung Squamous Cell Carcinoma (Score: 0.9245)
RCMD,Myelodysplastic Syndrome with Multilineage Dysplasia,0,Recurrent Disease (Score: 0.8782);Colorectal (Score: 0.8749);Rosai-Dorfman Disease (Score: 0.8747);Chondrosarcoma (Score: 0.8727);Cerebral Cortex (Score: 0.8714)
AML WITH T8;21Q22;Q22.1;RUNX1-RUNX1T1,Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1,1,Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1 (Score: 0.9676);Acute Myeloid Leukemia with t(8;21)(q22; q22.1); RUNX1-RUNX1T1 (Score: 0.9674);Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11 (Score: 0.9504);Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-MLL (Score: 0.9482);Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-KMT2A (Score: 0.9447)
DESMOID FIBROMATOSIS,Desmoid Fibromatosis,1,Desmoid Fibromatosis (Score: 1.0000);Fibromatosis (Score: 0.9490);Desmoplastic (Score: 0.9417);Desmoplastic Melanoma (Score: 0.9312);Ossifying Fibromyxoid Tumor (Score: 0.9094)
MODERATELY DIFFERENTIATED DUCTAL ADENOCARCINOMA 60% + NEUROENDOCRINE 40%,Pancreatic Moderately Differentiated Ductal Adenocarcinoma<;>Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0,Pancreatic Moderately Differentiated Ductal Adenocarcinoma (Score: 0.9542);Pancreatic Mixed Ductal-Neuroendocrine Carcinoma (Score: 0.9488);Adenocarcinoma with Neuroendocrine Differentiation (Score: 0.9477);Pancreatic Mixed Acinar-Neuroendocrine Carcinoma (Score: 0.9421);Moderately Differentiated Adenocarcinoma Cell (Score: 0.9388)
RENAL LEIOMYOBLASTOMA,Bizarre Leiomyoma<;>Kidney Leiomyoma,0,Kidney Leiomyoma (Score: 0.9585);Leiomyosarcoma (Score: 0.9300);Renal Cell Carcinoma (Score: 0.9280);Hemangioblastoma (Score: 0.9139);Kidney Carcinoma (Score: 0.9136)
ABDOMEN,Abdomen,1,Abdomen (Score: 1.0000);Abdominal Wall (Score: 0.9372);Stomach (Score: 0.9149);Peritoneum (Score: 0.9087);Diaphragm (Score: 0.9085)
LOCOREGIONAL AND DISTANT RECURRENCE,"Locally Recurrent Malignant Neoplasm<;>Recurrent Disease, Distant Site",0,"Recurrent Disease, Distant Site (Score: 0.9521);Neoplasm Recurrence, Local (Score: 0.9294);Distant Metastasis (Score: 0.9283);Locally Recurrent Malignant Neoplasm (Score: 0.9140);Recurrence (Score: 0.9113)"
