,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
858,quizartinib,Quizartinib,1,Quizartinib,1.0000,Quizartinib Dihydrochloride,0.9370,Entospletinib,0.8942,Pexidartinib,0.8782,Quisinostat,0.8743
859,radical cystoprostatectomy,Radical Cystoprostatectomy,1,Radical Cystoprostatectomy,1.0000,Radical Cystoprostatectomy,1.0000,Radical Cystoprostatectomy,1.0000,Radical Cystoprostatectomy,1.0000,Radical Cystectomy,0.9464
860,radical cystoprotatectomy,Radical Cystoprostatectomy,1,Radical Cystoprostatectomy,0.9711,Radical Cystoprostatectomy,0.9711,Radical Cystoprostatectomy,0.9711,Radical Cystoprostatectomy,0.9711,Radical Cystectomy,0.9259
861,radical cytoprostatectomy,Radical Cystoprostatectomy,1,Radical Cystoprostatectomy,0.9293,Radical Cystoprostatectomy,0.9293,Radical Cystoprostatectomy,0.9293,Radical Cystoprostatectomy,0.9293,Radical Cystectomy,0.9251
862,ram,Ramucirumab,1,Ramucirumab,0.9215,Rituximab,0.8909,Lenalidomide,0.8877,Radical Nephrectomy,0.8710,Daratumumab,0.8673
863,ramucirumab,Ramucirumab,1,Ramucirumab,1.0000,Daratumumab,0.9022,Regorafenib,0.8988,Cobimetinib,0.8963,Lenalidomide,0.8953
864,regorafenib,Regorafenib,1,Regorafenib,1.0000,Dabrafenib,0.9181,Regadenoson,0.9058,Vemurafenib,0.9039,Ramucirumab,0.8988
865,removal of pelvic,Tumor Resection;Pelvis,99,Pelvic Lymphadenectomy,0.9387,Pelvic Lymphadenectomy,0.9387,Pelvic Lymphadenectomy,0.9387,Pelvic Exenteration,0.9242,Bilateral Pelvic Lymph Node Dissection,0.9202
866,resection,Resection,1,Resection,1.0000,Resection,1.0000,Resection,1.0000,Resection,1.0000,Resection,1.0000
867,retromammary lymph node excision,Retromammary space (body structure);Lymphadenectomy,99,Retromammary space (body structure),0.9032,Axillary Lymph Node Dissection,0.9015,Axillary Lymph Node Dissection,0.9015,Axillary Lymph Node Biopsy,0.8968,Sentinel Lymph Node Biopsy,0.8915
868,right nephroureterectomy,Right;Nephroureterectomy,99,Nephroureterectomy,0.9627,Nephroureterectomy,0.9627,Nephroureterectomy,0.9627,Nephroureterectomy,0.9627,Nephroureterectomy,0.9627
869,right segmental mastectomy,Right;Segmental Mastectomy,99,Segmental Mastectomy,0.9675,Segmental Mastectomy,0.9675,Segmental Mastectomy,0.9675,Segmental Mastectomy,0.9675,Segmental Mastectomy,0.9675
870,right sentinel lymph node biopsy,Right;Sentinel Lymph Node Biopsy,99,Sentinel Lymph Node Biopsy,0.9544,Sentinel Lymph Node Biopsy,0.9544,Sentinel Lymph Node Biopsy,0.9544,Sentinel Lymph Node Biopsy,0.9544,Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy,0.9362
871,right sentinel node biopsy,Right;Sentinel Lymph Node Biopsy,99,Sentinel Lymph Node Biopsy,0.9440,Sentinel Lymph Node Biopsy,0.9440,Sentinel Lymph Node Biopsy,0.9440,Sentinel Lymph Node Biopsy,0.9440,Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy,0.9254
872,right total mastectomy,Right;Total Mastectomy,99,Total Mastectomy,0.9638,Total Mastectomy,0.9638,Total Mastectomy,0.9638,Total Mastectomy,0.9638,Right Breast,0.9393
873,rigth axillary lymph node,Axillary Lymph Node;Right,99,Axillary Lymph Node,0.9308,Axillary Lymph Node,0.9308,Axillary Lymph Node Level I,0.9068,Axillary Lymph Node Biopsy,0.9064,Axillary Lymph Node Level II,0.9038
874,rituximab,Rituximab,1,Rituximab,1.0000,Ibrutinib,0.9128,Bevacizumab,0.9107,Adalimumab,0.9102,Lenalidomide,0.9075
875,robotic cystectomy,Robot-Assisted Surgery;Cystectomy,99,Radical Cystectomy,0.9651,Radical Cystectomy,0.9651,Radical Cystectomy,0.9651,Cystectomy,0.9625,Cystectomy,0.9625
876,robotic_HYSTERECTOMY,Robotic Hysterectomy,1,Robotic Hysterectomy,0.9904,Hysterectomy,0.9496,Radical Hysterectomy,0.9377,Laparoscopic Radical Prostatectomy with Robotics,0.9314,Total Hysterectomy,0.9143
877,segmental mastectomy,Segmental Mastectomy,1,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000,Segmental Mastectomy,1.0000
878,sentinel axillary lymph node biopsy,Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy,5,Sentinel Lymph Node Biopsy,0.9828,Sentinel Lymph Node Biopsy,0.9828,Sentinel Lymph Node Biopsy,0.9828,Sentinel Lymph Node Biopsy,0.9828,Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy,0.9757
879,sentinel lymoh node biopsy,Sentinel Lymph Node Biopsy,1,Sentinel Lymph Node Biopsy,0.9652,Sentinel Lymph Node Biopsy,0.9652,Sentinel Lymph Node Biopsy,0.9652,Sentinel Lymph Node Biopsy,0.9652,Sentinel Lymph Node,0.9448
880,sentinel lymph node,Sentinel Lymph Node Biopsy,3,Sentinel Lymph Node,1.0000,Sentinel Lymph Node,1.0000,Sentinel Lymph Node Biopsy,0.9724,Sentinel Lymph Node Biopsy,0.9724,Sentinel Lymph Node Biopsy,0.9724
881,sentinel lymph node biopsy,Sentinel Lymph Node Biopsy,1,Sentinel Lymph Node Biopsy,1.0000,Sentinel Lymph Node Biopsy,1.0000,Sentinel Lymph Node Biopsy,1.0000,Sentinel Lymph Node Biopsy,1.0000,Sentinel Lymph Node,0.9724
882,sentinel lymph node dissection,Sentinel Lymph Node;Lymphadenectomy,99,Sentinel Lymph Node,0.9660,Sentinel Lymph Node,0.9660,Sentinel Lymph Node Biopsy,0.9629,Sentinel Lymph Node Biopsy,0.9629,Sentinel Lymph Node Biopsy,0.9629
883,sentinel lymph node dissection right reconstruction,Sentinel Lymph Node;Lymphadenectomy;Right;Mammoplasty,99,Sentinel Lymph Node,0.9143,Sentinel Lymph Node,0.9143,Sentinel Lymph Node Biopsy,0.9133,Sentinel Lymph Node Biopsy,0.9133,Sentinel Lymph Node Biopsy,0.9133
884,sentinel lymph node excision,Sentinel Lymph Node;Lymphadenectomy,99,Sentinel Lymph Node Biopsy,0.9628,Sentinel Lymph Node Biopsy,0.9628,Sentinel Lymph Node Biopsy,0.9628,Sentinel Lymph Node Biopsy,0.9628,Sentinel Lymph Node,0.9620
885,sentinel node biopsy,Sentinel Lymph Node Biopsy,1,Sentinel Lymph Node Biopsy,0.9939,Sentinel Lymph Node Biopsy,0.9939,Sentinel Lymph Node Biopsy,0.9939,Sentinel Lymph Node Biopsy,0.9939,Sentinel Lymph Node,0.9667
886,sentinel node dissection,Sentinel Lymph Node;Lymphadenectomy,99,Sentinel Lymph Node,0.9619,Sentinel Lymph Node,0.9619,Sentinel Lymph Node Biopsy,0.9580,Sentinel Lymph Node Biopsy,0.9580,Sentinel Lymph Node Biopsy,0.9580
887,sib Allo,Sibling;Allogeneic Hematopoietic Stem Cell Transplantation,99,Sibling,0.8863,Allogeneic Hematopoietic Stem Cell Transplantation,0.8726,Allogeneic Hematopoietic Stem Cell Transplantation,0.8726,Haploidentical Hematopoietic Cell Transplantation,0.8639,Ipilimumab,0.8624
888,simple mastectomy,Total Mastectomy,99,Mastectomy,0.9427,Skin-Sparing Mastectomy,0.9171,Skin-Sparing Mastectomy,0.9171,Radical Mastectomy,0.9161,Bilateral Mastectomy,0.9139
889,sorafenib,Sorafenib,1,Sorafenib,1.0000,Sunitinib,0.9167,Imatinib,0.9116,Lapatinib,0.9108,Bevacizumab,0.9094
890,splenectomy,Splenectomy,1,Splenectomy,1.0000,Nephrectomy,0.9174,Hepatectomy,0.9141,Hysterectomy,0.9085,Lymphadenectomy,0.9061
891,stem cell transplant,Hematopoietic Cell Transplantation,4,Allogeneic Hematopoietic Stem Cell Transplantation,0.9445,Allogeneic Hematopoietic Stem Cell Transplantation,0.9445,Autologous Hematopoietic Stem Cell Transplantation,0.9432,Hematopoietic Cell Transplantation,0.9397,Bone Marrow Transplantation,0.9225
892,steroids,Steroid Therapy,1,Steroid Therapy,0.9580,Prednisone,0.9275,Prednisolone,0.9267,Dexamethasone,0.9201,Dexamethasone,0.9201
893,study drug,Pharmacologic Substance,2,IDO Inhibitor,0.8860,Pharmacologic Substance,0.8845,Steroid Therapy,0.8831,CXCR4 Inhibitor,0.8796,Dexamethasone,0.8779
894,surgical resection,Resection,1,Resection,0.9760,Resection,0.9760,Resection,0.9760,Resection,0.9760,Resection,0.9760
895,tamoxifen,Tamoxifen,1,Tamoxifen,1.0000,Trastuzumab,0.9169,Letrozole,0.9055,Tamibarotene,0.9052,Fulvestrant,0.9040
896,taxol,Paclitaxel,1,Paclitaxel,0.9339,Docetaxel,0.9309,Nab-paclitaxel,0.9087,Topotecan,0.9056,Tamoxifen,0.9007
897,tem,Temozolomide,99,Temsirolimus,0.9145,Topotecan,0.8863,Tamoxifen,0.8801,Gemtuzumab,0.8760,Clinical Observation,0.8718
898,temodar,Temozolomide,99,Temsirolimus,0.8860,Topotecan,0.8742,Doxorubicin,0.8672,Amifostine,0.8629,Valspodar,0.8624
899,temozolomide,Temozolomide,1,Temozolomide,1.0000,Ipilimumab,0.9090,Capecitabine,0.9053,Cetuximab,0.9045,Azathioprine,0.9039
900,tissue reconstruction,Tissue Flap Breast Reconstruction,1,Tissue Flap Breast Reconstruction,0.9549,Tissue Expander-Implant Breast Reconstruction,0.9187,Anastomosis,0.8894,Resection,0.8879,Resection,0.8879
901,topotecan,Topotecan,1,Topotecan,1.0000,Temsirolimus,0.9169,Paclitaxel,0.9085,Thiotepa,0.9022,Topoisomerase-I Inhibitor,0.8987
902,total hip arthroplasty,Total;Hip Replacement;Total,99,Hip Replacement,0.9340,Total Hysterectomy,0.9272,Total Abdominal Hysterectomy,0.9162,Total Hepatectomy,0.9143,Total Mastectomy,0.9052
903,total mastectomy,Total Mastectomy,1,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Mastectomy,1.0000,Total Hysterectomy,0.9472
904,transplant,Graft,5,Bone Marrow Transplantation,0.9160,Hematopoietic Cell Transplantation,0.9131,Allogeneic Hematopoietic Stem Cell Transplantation,0.9011,Allogeneic Hematopoietic Stem Cell Transplantation,0.9011,Graft,0.9007
905,tras,Trastuzumab,1,Trastuzumab,0.8950,Topotecan,0.8824,Rituximab,0.8811,Tamibarotene,0.8790,Tretinoin,0.8774
906,trastuzumab,Trastuzumab,1,Trastuzumab,1.0000,Trastuzumab Emtansine,0.9481,Daratumumab,0.9199,Tamoxifen,0.9169,Lapatinib,0.9154
907,vaccine,Vaccine,1,Vaccine,1.0000,Dendritic Cell Vaccine,0.9246,Bevacizumab,0.8996,Ipilimumab,0.8966,Heat-Treated Varicella-Zoster Virus Vaccine V212,0.8929
908,vaginal implant,Vagina;Implant,99,Implant,0.9283,Vagina,0.9100,Aromatase Inhibitor,0.8951,Vulva,0.8856,Tissue Expander-Implant Breast Reconstruction,0.8854
909,vem,Vemurafenib,1,Vemurafenib,0.9422,Vorinostat,0.9160,Ipilimumab,0.9120,Volasertib,0.9035,Seviteronel,0.8995
910,vemurafenib,Vemurafenib,1,Vemurafenib,1.0000,Dabrafenib,0.9210,Regorafenib,0.9039,Ipilimumab,0.9021,Vorinostat,0.9006
911,vinblastine,Vinblastine,1,Vinblastine,1.0000,Vinorelbine,0.9458,Vincristine,0.9237,Bortezomib,0.9078,Bleomycin,0.9030
912,vincrisinte,Vincristine,1,Vincristine,0.9180,Vincristine Sulfate,0.8977,Vinblastine,0.8918,Vinorelbine,0.8874,Vorinostat,0.8860
913,vincristine,Vincristine,1,Vincristine,1.0000,Vincristine Sulfate,0.9493,Vinblastine,0.9237,Vinorelbine,0.9213,Bortezomib,0.9005
914,vincristine sulfate,Vincristine Sulfate,1,Vincristine Sulfate,1.0000,Vincristine,0.9493,Vinblastine,0.8988,Vinorelbine,0.8987,Valspodar,0.8937
915,wide local excision,Wide Local Excision,1,Wide Local Excision,1.0000,Wide Skin Excision,0.9719,Local excision (procedure),0.9395,Skin Excision,0.9124,Excision,0.9116
916,wire localization,Wire-Guided Localization,1,Wire-Guided Localization,0.9736,Wire-Guided Localization,0.9736,Wire-Guided Localization,0.9736,Wire-Guided Localization,0.9736,Wire-Guided Localization,0.9736
917,xeloda,Capecitabine,99,Selinexor,0.8987,Mefloquine,0.8760,Mitoxantrone,0.8717,Pexidartinib,0.8713,Busulfan,0.8703
