,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
814,left sentinel lymph node biospy,Left;Sentinel Lymph Node Biopsy,99,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8777,Vaccine-Sensitized Draining Lymph Node Cells,0.8766,Tolpyrramide,0.8691,Autologous Tumor Infiltrating Lymphocytes LN-145-S1,0.8685,Lidocaine,0.8671
815,lenalidomide,Lenalidomide,1,Lenalidomide,1.0000,Riluzole,0.9155,Lenalidomide Analog KPG-121,0.9150,Alepride,0.9143,Imidoline,0.9136
816,lenaloidomide,Lenalidomide,1,Lenalidomide,0.9235,Sulfaclomide,0.9078,Oxiperomide,0.8994,Losoxantrone,0.8993,Tisocromide,0.8978
817,leucovorin,Leucovorin,1,Leucovorin,1.0000,Leucovorin Sodium,0.9655,Leucovorin Calcium,0.9534,Levoleucovorin,0.9408,Olorinab,0.9121
818,level 1 and level 2 axillary dissection,Axillary Lymph Node Level I;Axillary Lymph Node Level II;Lymphadenectomy,99,A and D Ointment,0.8532,A-232,0.8516,Monoclonal Antibody BL-3,0.8513,ALVAC-CEA (6D)-B7.1 Vaccine,0.8506,Bupivacaine,0.8502
819,limb infusion,Isolated Chemotherapeutic Limb Perfusion,99,Ilginatinib,0.8801,Infigratinib,0.8771,Infliximab,0.8755,Levoleucovorin,0.8747,Matricaria recutita Topical Infusion,0.8721
820,localized segmental mastectomy,Localized;Segmental Mastectomy,99,Liposomal Bupivacaine,0.8862,Lidocaine Topical,0.8820,Somatosalm,0.8753,Lidocaine,0.8682,Mepivacaine,0.8676
821,lomustine,Lomustine,1,Lomustine,1.0000,Carmustine,0.9492,Elmustine,0.9453,Bofumustine,0.9276,Ecomustine,0.9269
822,lumpectomy right breast (breast cancer),Lumpectomy;Right Breast,99,Lumretuzumab,0.9010,Laromustine,0.8846,Ruplizumab,0.8839,Antigen-targeted Personalized Breast Cancer Vaccine,0.8838,Tamoxifen,0.8821
823,lung resection,Lung;Resection,99,NSCLC-specific Marrow Infiltrating Lymphocytes,0.8785,Dendritic Cell-Autologous Lung Tumor Vaccine,0.8751,Lung-targeted Immunomodulator QBKPN,0.8731,Lung Tumor Associated Antigen,0.8682,mRNA-derived Lung Cancer Vaccine BI 1361849,0.8671
824,lymph node dissection,Lymphadenectomy,99,Vaccine-Sensitized Draining Lymph Node Cells,0.8796,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8754,Lymphodepleted Autologous CD4-directed CAR T Cells,0.8722,Endobenzyline,0.8677,Naldemedine Tosylate,0.8662
825,lymph node left axillary lymph node excision,Left;Axillary Lymph Node Dissection,99,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8884,Lidocaine,0.8665,Erbulozole,0.8626,Endobenzyline,0.8624,Acloproxalap,0.8604
826,lymphadenectomy,Lymphadenectomy,99,Lidocaine,0.8938,Salantel,0.8905,Losartan,0.8896,Ludaterone,0.8883,Liraglutide,0.8878
827,mEK162,Binimetinib,99,MEK1/2 Inhibitor ABM-168,0.9122,MEK Inhibitor AZD8330,0.9119,MEK Inhibitor REC-4881,0.9115,JNK1 Inhibitor BMS-986360,0.9064,MEK 1/2 Inhibitor AS703988/MSC2015103B,0.9017
828,mek162,Binimetinib,99,MEK1/2 Inhibitor ABM-168,0.9122,MEK Inhibitor AZD8330,0.9119,MEK Inhibitor REC-4881,0.9115,JNK1 Inhibitor BMS-986360,0.9064,MEK 1/2 Inhibitor AS703988/MSC2015103B,0.9017
829,melphalan,Melphalan,1,Melphalan,1.0000,Melphalan Hydrochloride,0.9674,Melphalan Flufenamide,0.9550,Melphalan Flufenamide Hydrochloride,0.9473,Melogliptin,0.9302
830,methotrexate,Methotrexate,1,Methotrexate,1.0000,Methotrexate Sodium,0.9552,Methotrexate-E Therapeutic Implant,0.9326,Methotrexate-Encapsulating Autologous Tumor-Derived Microparticles,0.9255,IGF-methotrexate Conjugate,0.9171
831,mitotane,Mitotane,1,Mitotane,1.0000,Mitoflaxone,0.9243,Mitogillin,0.9222,Mitotenamine,0.9220,Mitoquidone,0.9173
832,mitoxantrone,Mitoxantrone,1,Mitoxantrone,1.0000,Mitoxantrone Hydrochloride,0.9661,Liposomal Mitoxantrone Hydrochloride,0.9439,Mitozolomide,0.9427,Mitopodozide,0.9423
833,needle directed right breast biopsy,Wire-Guided Localization;Right Breast;Biopsy;Wire-Guided Localization;Right Breast,99,Detorubicin,0.8717,Antigen-targeted Personalized Breast Cancer Vaccine,0.8717,Medorubicin,0.8681,Anti-HER2 Antibody-drug Conjugate DB-1303,0.8668,Dobutamine,0.8641
834,needle localized segmental mastectomy,Wire-Guided Localization;Segmental Mastectomy,99,Liposomal Bupivacaine,0.8772,Somatosalm,0.8756,Lidocaine Topical,0.8714,Somatorelin,0.8688,Bupivacaine,0.8672
835,nivo,Nivolumab,99,Nivasorexant,0.9484,Nivatrotamab,0.9351,Nivazol,0.9351,Nivadstrocel,0.9351,Nivocasan,0.9235
836,nivolumab,Nivolumab,1,Nivolumab,1.0000,Nivolumab/Relatlimab-rmbw,0.9194,Sunitinib,0.9080,Liraglutide,0.9068,Adalimumab,0.9040
837,novel agent,Pharmacologic Substance,99,Antineoplastic Agent,0.9128,Neuroprotective Agent,0.9113,Protective Agent,0.9081,Antitussive Agent,0.9054,Antineoplastic Biological Agent,0.9031
838,oncovex,Talimogene Laherparepvec,99,Cefovecin,0.9257,Cefovecin Sodium,0.9068,Avalotcagene Ontaparvovec,0.9037,Oxaliplatin,0.8997,Oncolytic Virus,0.8994
839,orthotopic neobladder,Orthotopic;Neobladder,99,Neoantigen Peptide,0.8899,Neoantigen Peptide Vaccine,0.8852,Niridazole,0.8818,Ornidazole,0.8811,Ornoprostil,0.8800
840,ovoids,Mini Ovoid Brachytherapy,99,Ovemotide,0.9259,Oncolytic Vaccinia Virus OVV-01,0.9142,Monoclonal Antibody OVB3-PE,0.9047,Vofopitant,0.8964,Oncolytic Virus,0.8957
841,ox,Oxaliplatin,99,Oxitropium,0.9446,Oxetorone,0.9403,Oxilorphan,0.9383,Oxiramide,0.9367,Oxendolone,0.9351
842,oxali,Oxaliplatin,2,Oxalinast,0.9379,Oxaliplatin,0.9326,Suloxifen Oxalate,0.9111,Naloxegol Oxalate,0.9061,Potassium Oxalate,0.9022
843,oxaliplatin,Oxaliplatin,1,Oxaliplatin,1.0000,Liposomal Oxaliplatin,0.9424,Oxaliplatin Eluting Beads,0.9273,Carbon C 14 Oxaliplatin,0.9202,Osimertinib,0.9058
844,paclitaxel,Paclitaxel,1,Paclitaxel,1.0000,Paclitaxel Preparation,0.9633,Paclitaxel Trevatide,0.9552,Paclitaxel Liposome,0.9539,Nab-paclitaxel,0.9494
845,pancreatoduodenectomy,Pancreaticoduodenectomy,99,Pradusinstobart,0.8961,Pancrelipase,0.8959,Pancrelipase Lipase,0.8909,Pancrelipase Amylase,0.8904,Pentigetide,0.8885
846,partial left mastectomy,Left;Lumpectomy,99,Meprednisone,0.8766,Mepenzolate,0.8700,Levemopamil,0.8681,Mepivacaine,0.8679,Metoxepin,0.8670
847,partial mastectomy,Segmental Mastectomy,99,Meprednisone,0.8790,Metoxepin,0.8749,Mepivacaine,0.8717,Masoprocol,0.8700,Maroxepin,0.8700
848,pelvic lymphadenectomy,Pelvic Lymphadenectomy,99,Pancopride,0.8914,Pyrantel,0.8894,Oprelvekin,0.8886,Leuprolide,0.8875,Prazarelix,0.8868
849,pembrolizumab,Pembrolizumab,1,Pembrolizumab,1.0000,Favezelimab/Pembrolizumab Formulation,0.9361,Pempidine,0.9329,Pemetrexed,0.9325,Atezolizumab,0.9259
850,pemetrexed treatment,Pemetrexed,1,Pemetrexed,0.9704,Pemetrexed Tromethamine,0.9444,Pemetrexed Disodium,0.9405,Pembrolizumab,0.9228,Pemrametostat,0.9225
851,pertuzumab,Pertuzumab,1,Pertuzumab,1.0000,Pertuzumab Zuvotolimod,0.9424,Vandortuzumab,0.9216,Xentuzumab,0.9192,Cetuximab,0.9165
852,plexifor,Plerixafor,99,Pirifibrate,0.9328,Picafibrate,0.9115,Imifoplatin,0.9097,Seliforant,0.9089,Lotifazole,0.9075
853,pouch res.,J-Pouch Coloanal Anastomosis,99,Resatorvid,0.8877,Rolipram,0.8844,Resiquimod,0.8780,Remoxipride,0.8754,Rolipoltide,0.8754
854,pred,Prednisone,99,Prednazate,0.9604,Prednival,0.9491,Prednicarbate,0.9333,Prednimustine,0.9306,Prednylidene,0.9285
855,prednisone,Prednisone,1,Prednisone,1.0000,Prednisolone,0.9495,Methylprednisolone,0.9395,Dexamethasone,0.9238,Dexamethasone Phosphate,0.9234
856,procarbazine,Procarbazine,1,Procarbazine,1.0000,Procarbazine Hydrochloride,0.9738,Dacarbazine,0.9450,Procodazole,0.9405,Procaine,0.9372
857,pulse dose rate,Pulsed-Dose Rate Brachytherapy,99,Doxepin,0.8868,Prazepam,0.8822,Prazepine,0.8812,Dosergoside,0.8765,Daprodustat,0.8764
858,quizartinib,Quizartinib,1,Quizartinib,1.0000,Quizartinib Dihydrochloride,0.9370,Quisultazine,0.9251,Quifenadine,0.9188,Quilostigmine,0.9148
859,radical cystoprostatectomy,Radical Cystoprostatectomy,99,Carboprost,0.9034,Misoprostol,0.8856,Cystamine,0.8851,Carboprost Tromethamine,0.8804,Carboprost Methyl,0.8794
860,radical cystoprotatectomy,Radical Cystoprostatectomy,99,Cystamine,0.8908,Carbutamide,0.8847,Carboprost,0.8837,Piroxicam,0.8825,Piroxantrone,0.8810
861,radical cytoprostatectomy,Radical Cystoprostatectomy,99,Chloroprednisone,0.8892,Cytochlor,0.8876,Chloroprocaine,0.8854,Paclitaxel,0.8843,Carboprost,0.8837
862,ram,Ramucirumab,99,Ramelteon,0.9376,Ramipril,0.9356,Ramciclane,0.9281,Ramatercept,0.9256,Ramiprilat,0.9255
863,ramucirumab,Ramucirumab,1,Ramucirumab,1.0000,Rinucumab,0.9442,Icrucumab,0.9383,Ramiprilat,0.9349,Sevirumab,0.9320
864,regorafenib,Regorafenib,1,Regorafenib,1.0000,Regorafenib Hydrate,0.9459,Naporafenib,0.9407,Regavirumab,0.9334,Encorafenib,0.9240
865,removal of pelvic,Tumor Resection;Pelvis,99,Oprelvekin,0.8787,Pancopride,0.8778,Trimoprostil,0.8750,Promestriene,0.8723,Niraparib,0.8701
866,resection,Resection,99,Serrapeptase,0.8833,Resatorvid,0.8802,Regrelor,0.8775,Resminostat,0.8748,Resocortol,0.8717
867,retromammary lymph node excision,Retromammary space (body structure);Lymphadenectomy,99,Remtolumab,0.8777,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8742,Encelimab,0.8629,Ralmitaront,0.8613,Raluridine,0.8612
868,right nephroureterectomy,Right;Nephroureterectomy,99,Coleneuramide,0.8806,Radretumab,0.8779,Retezorogant,0.8743,Nephroprotective Agent,0.8733,Theodrenaline,0.8692
869,right segmental mastectomy,Right;Segmental Mastectomy,99,Somatosalm,0.8726,Mepivacaine,0.8716,Rolistobart,0.8673,Medorubicin,0.8647,Mepivacaine Hydrochloride,0.8641
870,right sentinel lymph node biopsy,Right;Sentinel Lymph Node Biopsy,99,Risocaine,0.8691,Detorubicin,0.8681,Nandrolone,0.8658,M A Radiolabeled Anti-BRST Cancer,0.8658,Dinitrophenyl-Modified Autologous Renal Cell Carcinoma Tumor cell Vaccine,0.8652
871,right sentinel node biopsy,Right;Sentinel Lymph Node Biopsy,99,M A Radiolabeled Anti-BRST Cancer,0.8692,Risocaine,0.8691,PSMA-targeting T-cell Redirecting Agent JNJ-80038114,0.8683,Nandrolone,0.8664,Monoclonal Antibody N901-bR,0.8657
872,right total mastectomy,Right;Total Mastectomy,99,Medorubicin,0.8833,Tamoxifen,0.8731,rMVA-PSA/PSMA/TRICOM,0.8693,Detorubicin,0.8685,Tamibarotene,0.8646
873,rigth axillary lymph node,Axillary Lymph Node;Right,99,Avorelin,0.8698,Gallium Ga 68 F(ab')2-Trastuzumab,0.8672,Relutrigine,0.8669,Rigosertib,0.8664,Attapulgite,0.8650
874,rituximab,Rituximab,1,Rituximab,1.0000,Rituximab and Hyaluronidase Human,0.9304,Anti-CD20 Monoclonal Antibody,0.9262,Ritipenem,0.9231,Iodine I 131 Rituximab,0.9189
875,robotic cystectomy,Robot-Assisted Surgery;Cystectomy,99,Cysteamine,0.9020,Cystemustine,0.8946,Cysteamine Hydrochloride,0.8900,Coleneuramide,0.8794,Raltitrexed,0.8766
876,robotic_HYSTERECTOMY,Robotic Hysterectomy,99,Histapyrrodine,0.8786,Raloxifene,0.8717,Rolodine,0.8708,Trastuzumab Botidotin,0.8706,Trastuzumab,0.8696
877,segmental mastectomy,Segmental Mastectomy,99,Somatosalm,0.8918,Somatorelin,0.8821,Dibusadol,0.8727,Somatropin,0.8699,Salicin,0.8689
878,sentinel axillary lymph node biopsy,Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy,99,Nandrolone,0.8773,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8688,Nab-paclitaxel,0.8682,Stanolone,0.8667,Avobenzone,0.8656
879,sentinel lymoh node biopsy,Sentinel Lymph Node Biopsy,99,Monoclonal Antibody Lym-2,0.8862,Monoclonal Antibody Lym-1,0.8861,I 131 Monoclonal Antibody Lym-1,0.8826,In 111 Monoclonal Antibody Lym-1,0.8752,Y 90 Monoclonal Antibody Lym-1,0.8735
880,sentinel lymph node,Sentinel Lymph Node Biopsy,99,Vaccine-Sensitized Draining Lymph Node Cells,0.8781,Tolafentrine,0.8770,Nandrolone,0.8753,Benafentrine,0.8738,Naphthonone,0.8720
881,sentinel lymph node biopsy,Sentinel Lymph Node Biopsy,99,Nandrolone,0.8818,Nab-paclitaxel,0.8690,Stanolone,0.8686,Naphthonone,0.8675,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8673
882,sentinel lymph node dissection,Sentinel Lymph Node;Lymphadenectomy,99,Vaccine-Sensitized Draining Lymph Node Cells,0.8743,Nandrolone,0.8683,Stanozolol,0.8644,Sulconazole Nitrate,0.8639,Sulverapride,0.8624
883,sentinel lymph node dissection right reconstruction,Sentinel Lymph Node;Lymphadenectomy;Right;Mammoplasty,99,Detorubicin,0.8738,Risocaine,0.8690,Raluridine,0.8678,Regavirumab,0.8634,Rolapitant,0.8632
884,sentinel lymph node excision,Sentinel Lymph Node;Lymphadenectomy,99,Ex Vivo-activated Autologous Lymph Node Lymphocytes,0.8649,Nandrolone,0.8645,Sulverapride,0.8613,Tolafentrine,0.8599,Sulfisomidine,0.8594
885,sentinel node biopsy,Sentinel Lymph Node Biopsy,99,Nandrolone,0.8850,Stanolone,0.8712,Nandrolone Sodium Sulfate,0.8703,Nab-paclitaxel,0.8698,Naphthonone,0.8680
886,sentinel node dissection,Sentinel Lymph Node;Lymphadenectomy,99,Nandrolone,0.8706,Vaccine-Sensitized Draining Lymph Node Cells,0.8699,Nitrendipine,0.8669,Sulconazole Nitrate,0.8650,Sulverapride,0.8640
887,sib Allo,Sibling;Allogeneic Hematopoietic Stem Cell Transplantation,99,Anti-HER3 Monoclonal Antibody SIBP-03,0.9068,Sibrotuzumab,0.9063,Sibenadet,0.8938,Sibutramine,0.8935,Sibeprenlimab,0.8931
888,simple mastectomy,Total Mastectomy,99,Minoxidil,0.8787,Methomyl,0.8772,Minamestane,0.8753,Myrtecaine,0.8745,Myralact,0.8744
889,sorafenib,Sorafenib,1,Sorafenib,1.0000,Sorafenib Tosylate,0.9478,Savolitinib,0.9227,Sunitinib,0.9167,Imatinib,0.9116
890,splenectomy,Splenectomy,99,Somatosalm,0.9057,Rituximab,0.8958,Pituxate,0.8923,Prazosin,0.8901,Somatropin,0.8901
891,stem cell transplant,Hematopoietic Cell Transplantation,99,Therapeutic Hematopoietic Stem Cells,0.9309,Recombinant Human Stem Cell Factor,0.9248,Therapeutic Mesenchymal Stem Cells,0.9126,Therapeutic Peripheral Blood Stem Cells,0.9079,Allogeneic Adipose-derived Mesenchymal Stem Cells,0.9054
892,steroids,Steroid Therapy,99,Steroid Cream,0.9388,Steroidal Estrogen,0.9310,Prednisone,0.9275,Prednisolone,0.9267,Anabolic Steroid,0.9248
893,study drug,Pharmacologic Substance,99,Antihypertensive Agent,0.8936,Anti-diabetic Agent,0.8926,IDO1 Inhibitor PF-06840003,0.8911,Nonsteroidal Antiinflammatory Drug,0.8896,Anticonvulsant Agent,0.8892
894,surgical resection,Resection,99,Serrapeptase,0.8772,Resocortol,0.8755,Resatorvid,0.8703,Resminostat,0.8699,Rolofylline,0.8689
895,tamoxifen,Tamoxifen,1,Tamoxifen,1.0000,Tamoxifen Citrate,0.9405,Crizotinib,0.9188,Anastrozole,0.9182,Trastuzumab,0.9169
896,taxol,Paclitaxel,1,Paclitaxel,0.9339,Docetaxel,0.9309,Docetaxel Polymeric Micelles,0.9101,Pegylated Paclitaxel,0.9094,Oral Docetaxel,0.9088
897,tem,Temozolomide,99,Temazepam,0.9279,Temanogrel,0.9258,Temelimab,0.9233,Temelastine,0.9204,Temoporfin,0.9182
898,temodar,Temozolomide,99,Temodox,0.9185,Temanogrel,0.9133,Temelastine,0.9059,Temafloxacin,0.9017,Temelimab,0.8996
899,temozolomide,Temozolomide,1,Temozolomide,1.0000,Carbon C11 Temozolomide,0.9241,Ipilimumab,0.9090,Locally-acting Temozolomide Formulation SI-053,0.9088,Demethylating Agent,0.9082
900,tissue reconstruction,Tissue Flap Breast Reconstruction,99,Regrelor,0.8819,Autologous Muscle-derived Cells for Gastrointestinal Repair,0.8804,Rebamipide,0.8775,Adipose-Derived Regenerative Cells,0.8775,Reproxalap,0.8761
901,topotecan,Topotecan,1,Topotecan,1.0000,Topotecan Hydrochloride,0.9582,11C Topotecan,0.9489,Topotecan Hydrochloride (1:1.25),0.9439,Oral Topotecan Hydrochloride,0.9431
902,total hip arthroplasty,Total;Hip Replacement;Total,99,Etoricoxib,0.8797,Therapeutic Hemin,0.8777,Trotabresib,0.8767,Etiroxate,0.8725,Toxoid Vaccine,0.8720
903,total mastectomy,Total Mastectomy,99,Tamoxifen,0.8846,Trastuzumab,0.8734,Amitriptyline,0.8672,Metronidazole,0.8645,Totrombopag,0.8644
904,transplant,Graft,99,Immunosuppressant,0.8838,Isatuximab,0.8824,Amatuximab,0.8821,Tacrolimus,0.8798,Tolnaftate,0.8787
905,tras,Trastuzumab,99,Tralonide,0.9506,Traxanox,0.9440,Trazodone,0.9434,Tracazolate,0.9351,Trazolopride,0.9327
906,trastuzumab,Trastuzumab,1,Trastuzumab,1.0000,Trastuzumab Emtansine,0.9481,Trastuzumab Vedotin,0.9423,Trastuzumab Corixetan,0.9347,Trastuzumab Botidotin,0.9346
907,vaccine,Vaccine,1,Vaccine,1.0000,Vaccine Antigen,0.9594,Viral Vaccine,0.9540,Vaccinia Vaccine,0.9538,Influenza Vaccine,0.9466
908,vaginal implant,Vagina;Implant,99,Progesterone Vaginal Insert,0.9245,Estradiol Vaginal Ring,0.9155,Vaginal Lubricant,0.9033,Estriol Vaginal Gel,0.9010,Estradiol Valerate,0.8976
909,vem,Vemurafenib,2,Vemtoberant,0.9433,Vemurafenib,0.9422,Vemircopan,0.9298,Vancomycin,0.9168,Vorinostat,0.9160
910,vemurafenib,Vemurafenib,1,Vemurafenib,1.0000,Vemtoberant,0.9373,Plixorafenib,0.9234,Dabrafenib,0.9210,Vemircopan,0.9180
911,vinblastine,Vinblastine,1,Vinblastine,1.0000,Vinorelbine,0.9458,Vinblastine Sulfate,0.9445,Vinflunine,0.9425,Vinburnine,0.9417
912,vincrisinte,Vincristine,1,Vincristine,0.9180,Vincristine Liposomal,0.8979,Vincristine Sulfate,0.8977,Vorozole,0.8966,Vipadenant,0.8959
913,vincristine,Vincristine,1,Vincristine,1.0000,Vincristine Liposomal,0.9518,Vincristine Sulfate,0.9493,Vincristine Sulfate Liposome,0.9268,Vinblastine,0.9237
914,vincristine sulfate,Vincristine Sulfate,1,Vincristine Sulfate,1.0000,Vincristine Sulfate Liposome,0.9705,Vinblastine Sulfate,0.9525,Vincristine,0.9493,Vinrosidine Sulfate,0.9422
915,wide local excision,Wide Local Excision,99,Lidocaine Topical,0.8729,Eblasakimab,0.8638,Lidocaine,0.8637,Lidocaine Patch,0.8632,Erythromycin Topical Cream,0.8617
916,wire localization,Wire-Guided Localization,99,Lorapride,0.8663,Lorlatinib,0.8552,Laflunimus,0.8547,Nebotermin,0.8537,Dulofibrate,0.8536
917,xeloda,Capecitabine,99,Xenygloxal,0.9448,Xemilofiban,0.9441,Xeligekimab,0.9432,Xelaglifam,0.9404,Xevinapant,0.9295
