official_label,clean_code
ileocolitis,EFO:0005624
oral Crohn's disease,EFO:0005625
pancolitis,EFO:0005626
perianal Crohn's disease,EFO:0005627
proctitis,EFO:0005628
small bowel Crohn's disease,EFO:0005629
CEL data file format,EFO:0005630
rectal adenocarcinoma,EFO:0005631
intestinal necrosis,EFO:0005632
ATC Code A Alimentary tract and metabolism,EFO:0005633
ATC Classification System,EFO:0005634
ATC Code B Blood and blood forming organs,EFO:0005635
ATC Code C Cardiovascular system,EFO:0005636
ATC Code D Dermatologicals,EFO:0005637
ATC Code G Genito-urinary system and sex hormones,EFO:0005638
"ATC Code H Systemic hormonal preparations, excluding sex hormones and insulins",EFO:0005639
ATC Code J Antiinfectives for systemic use,EFO:0005640
ATC Code L Antineoplastic and immunomodulating agents,EFO:0005641
ATC Code M Musculo-skeletal system,EFO:0005642
ATC Code N Nervous system,EFO:0005643
"ATC Code P Antiparasitic products, insecticides and repellents",EFO:0005644
ATC Code R Respiratory system,EFO:0005645
ATC Code S Sensory organs,EFO:0005646
ATC Code V Various,EFO:0005647
1182-4H,EFO:0005648
spondylolysis,EFO:0005649
CME-L1,EFO:0005650
drosophila developmental stage,EFO:0005651
serum metabolite measurement,EFO:0005653
velocity of sound measurement,EFO:0005654
response to cytosine arabinoside,EFO:0005655
response to protease inhibitor,EFO:0005657
response to selective serotonin reuptake inhibitor,EFO:0005658
plasma beta-amyloid 1-40 measurement,EFO:0005659
plasma beta-amyloid 1-42 measurement,EFO:0005660
Child Behaviour Checklist assessment,EFO:0005661
urinary uromodulin measurement,EFO:0005663
blood metabolite measurement,EFO:0005664
white matter hyperintensity measurement,EFO:0005665
thyroid peroxidase antibody measurement,EFO:0005666
urinary albumin excretion rate,EFO:0005667
anterior chamber depth measurement,EFO:0005668
intracerebral hemorrhage,EFO:0005669
smoking initiation,EFO:0005670
smoking behaviour measurement,EFO:0005671
acute coronary syndrome,EFO:0005672
chronic mucus hypersecretion,EFO:0005673
white matter microstructure measurement,EFO:0005674
vitamin D-binding protein measurement,EFO:0005675
Autoimmune Hepatitis,EFO:0005676
puberty onset measurement,EFO:0005677
hippocampal sclerosis of aging,EFO:0005678
obsolete_conotruncal heart defect,EFO:0005679
omega-6 polyunsaturated fatty acid measurement,EFO:0005680
Staphylococcus aureus infection,EFO:0005681
oxygen saturation measurement,EFO:0005682
obsolete_plant callus,EFO:0005683
RNA-seq of coding RNA from single cells,EFO:0005684
RNA-seq of non coding RNA from single cells,EFO:0005685
receptive language perception,EFO:0005686
fibromyalgia,EFO:0005687
NHDL cholesterol,EFO:0005688
non-high density lipoprotein cholesterol measurement,EFO:0005689
musical aptitude,EFO:0005690
plasma trimethylamine N-oxide measurement,EFO:0005691
transposable element identification design,EFO:0005692
mobile element identification design,EFO:0005693
KMS-11,EFO:0005694
D721Med,EFO:0005696
M059J,EFO:0005697
Daoy,EFO:0005698
desmoplastic medulloblastoma,EFO:0005699
TTC549,EFO:0005700
malignant rhabdoid tumour,EFO:0005701
A204.1,EFO:0005702
G401.6,EFO:0005703
HuH-7.5,EFO:0005704
olfactory neurosphere cell line,EFO:0005705
Mel-2183,EFO:0005706
786-0,EFO:0005707
renal cell adenocarcinoma,EFO:0005708
HTR8/SVneo,EFO:0005709
HFF-Myc,EFO:0005710
HPDE6-E6E7,EFO:0005711
RPMI-7951,EFO:0005712
8988T,EFO:0005713
LHCN-M2,EFO:0005714
WERI-Rb-1,EFO:0005715
retinal cancer,EFO:0005716
retinoblastoma (nonhereditary),EFO:0005717
Ishikawa,EFO:0005718
Karpas 422,EFO:0005719
SK-MEL-5,EFO:0005720
SK-N-DZ,EFO:0005721
SJCRH30,EFO:0005722
GM23248,EFO:0005723
MM.1S,EFO:0005724
BE(2)-C,EFO:0005725
LNCaP clone FGC,EFO:0005726
bronchial epithelial cell derived cell line,EFO:0005728
endothelial cell derived cell line,EFO:0005730
cardiac myocyte cell derived cell line,EFO:0005731
muscle cell derived cell line,EFO:0005734
smooth muscle cell derived cell line,EFO:0005735
bronchial smooth muscle cell derived cell line,EFO:0005736
ESC derived cell line,EFO:0005738
obsolete_induced pluripotent stem cell,EFO:0005739
iPSC derived cell line,EFO:0005740
infectious disease,EFO:0005741
lung fibroblast derived cell line,EFO:0005742
CME-W1-Cl.8+,EFO:0005743
CME-W2,EFO:0005744
fGS/OSS,EFO:0005745
G2,EFO:0005746
GM2,EFO:0005747
eye allergy,EFO:0005751
eye inflammation,EFO:0005752
ocular vascular disease,EFO:0005753
parathyroid disease,EFO:0005754
rheumatic disease,EFO:0005755
skin wound,EFO:0005756
vaginal inflammation,EFO:0005757
cycloplegia,EFO:0005758
serum carcinoembryonic antigen measurement,EFO:0005760
lupus nephritis,EFO:0005761
neuropathic pain,EFO:0005762
pulse pressure measurement,EFO:0005763
obsolete_response to haloperidol,EFO:0005765
skin fluorescence measurement,EFO:0005766
rheumatoid factor measurement,EFO:0005767
response to rate control therapy,EFO:0005768
calcium metabolic disease,EFO:0005769
ovarian disease,EFO:0005771
neurodegenerative disease,EFO:0005772
retinal detachment,EFO:0005773
brain disease,EFO:0005774
aortic disease,EFO:0005775
age-related hearing impairment,EFO:0005782
NUT midline carcinoma,EFO:0005783
embryonal neoplasm,EFO:0005784
blastoma,EFO:0005785
obsolete_Arabidopsis Growth Stage 6.10,EFO:0005792
FL.01 1/4 of flowers open stage,EFO:0005793
neonatal abstinence syndrome,EFO:0005799
substance withdrawal syndrome,EFO:0005800
cholesterol embolism,EFO:0005801
cartilage disease,EFO:0005802
hematologic disease,EFO:0005803
polycythemia,EFO:0005804
polycythemia due to hypoxia,EFO:0005805
type II hypersensitivity reaction disease,EFO:0005809
tauopathy,EFO:0005815
microtubule-associated protein tau,EFO:0005816
Kc167,EFO:0005819
mbn2,EFO:0005820
ML-DmBG1-c1,EFO:0005821
ML-DmBG2-c2,EFO:0005822
ML-DmBG3-c2,EFO:0005823
ML-DmD11,EFO:0005824
ML-DmD16-c3,EFO:0005825
ML-DmD17-c3,EFO:0005826
ML-DmD20-c2,EFO:0005827
ML-DmD20-c5,EFO:0005828
ML-DmD21,EFO:0005829
ML-DmD32,EFO:0005830
ML-DmD4-c1,EFO:0005831
ML-DmD8,EFO:0005832
ML-DmD9,EFO:0005833
OSC,EFO:0005834
OSS,EFO:0005835
S2-DRSC,EFO:0005836
S2R+,EFO:0005837
S3,EFO:0005838
Sg4,EFO:0005839
Pyruvate kinase hyperactivity,EFO:0005840
obsolete_colorectal cancer,EFO:0005842
cortisol measurement,EFO:0005843
response to dietary antigen,EFO:0005844
hemoglobin A2 measurement,EFO:0005845
cryoglobulinemia,EFO:0005846
increased risk,EFO:0005847
serum lipase activity measurement,EFO:0005849
emphysema pattern measurement,EFO:0005850
height-adjusted body mass index,EFO:0005851
Heschl's gyrus morphology measurement,EFO:0005852
response to silica exposure,EFO:0005853
allergic rhinitis,EFO:0005854
narcolepsy without cataplexy,EFO:0005855
arthritis,EFO:0005856
mouse embryo stage,EFO:0005857
C. elegans embryo stage,EFO:0005858
Drosophila embryo stage,EFO:0005859
embryonic stage 1,EFO:0005860
embryonic stage 2,EFO:0005861
embryonic stage 3,EFO:0005862
embryonic stage 4,EFO:0005863
embryonic stage 5,EFO:0005864
embryonic stage 6,EFO:0005865
embryonic stage 7,EFO:0005866
embryonic stage 8,EFO:0005868
embryonic stage 9,EFO:0005869
embryonic stage 10,EFO:0005870
embryonic stage 11,EFO:0005871
embryonic stage 12,EFO:0005872
embryonic stage 13,EFO:0005873
embryonic stage 14,EFO:0005874
embryonic stage 15,EFO:0005875
embryonic stage 16,EFO:0005876
embryonic stage 17,EFO:0005877
vitamin deficiency,EFO:0005878
cholesterol homeostasis,EFO:0005879
lipid homeostasis,EFO:0005880
triglyceride homeostasis,EFO:0005881
iron ion homeostasis,EFO:0005882
obsolete_atrial appendage,EFO:0005883
obsolete_right atrium,EFO:0005884
obsolete_left atrium,EFO:0005885
osteoarthritis biomarker measurement,EFO:0005890
obsolete_renal cortex,EFO:0005891
ossification of the posterior longitudinal ligament of the spine,EFO:0005895
obsolete_gastroesophageal junction,EFO:0005896
obsolete_auxin,EFO:0005900
ELF-1,EFO:0005901
KBM-7,EFO:0005903
H7-hESC,EFO:0005904
obsolete_Oci-Ly-7,EFO:0005905
B-cell non-Hodgkin lymphoma cell line,EFO:0005906
OCI-LY1,EFO:0005907
obsolete_Oci-Ly-3,EFO:0005908
HGADFN167,EFO:0005909
ES-D3,EFO:0005910
hTERT-HM,EFO:0005912
urothelium cell line,EFO:0005913
ZHBTc4-mESC,EFO:0005914
WW6,EFO:0005915
ES-CJ7,EFO:0005916
generalised epilepsy,EFO:0005917
osteoprotegerin measurement,EFO:0005918
recombination measurement,EFO:0005919
FEV change measurement,EFO:0005921
esophageal squamous cell carcinoma,EFO:0005922
AVL induced bursal lymphoma,EFO:0005923
binge eating,EFO:0005924
animal disease,EFO:0005932
disease cell type,EFO:0005934
overweight body mass index status,EFO:0005935
underweight body mass index status,EFO:0005936
longitudinal BMI measurement,EFO:0005937
congenital left-sided heart lesions,EFO:0005938
parental genotype effect measurement,EFO:0005939
psychotic symptoms,EFO:0005940
mammographic density measurement,EFO:0005941
chemotherapy-induced hypertension,EFO:0005942
response to bevacizumab,EFO:0005943
cumulative dose response to bevacizumab,EFO:0005944
antinuclear antibody measurement,EFO:0005949
head and neck neoplasia,EFO:0005950
sexual dimorphism,EFO:0005951
non-Hodgkins lymphoma,EFO:0005952
sum of skinfolds,EFO:0006266
obsolete_90-8TL,EFO:0006267
A431,EFO:0006268
ACH-3P,EFO:0006269
AG04450,EFO:0006270
ARPE-19,EFO:0006271
CGR8,EFO:0006273
DT40,EFO:0006274
ES-E14TG2a,EFO:0006275
GM15850,EFO:0006276
GM15851,EFO:0006277
GM5659,EFO:0006278
HPAF1,EFO:0006279
HPAM1,EFO:0006280
JinB8,EFO:0006281
KM12,EFO:0006282
KOPT-K1,EFO:0006283
LOXIMVI,EFO:0006284
MEC2,EFO:0006285
MGC-803,EFO:0006286
Mono Mac 6,EFO:0006287
NF90-8,EFO:0006288
OCI-AML3,EFO:0006289
PLC/PRF/5,EFO:0006291
S462,EFO:0006292
SGC-7901,EFO:0006293
SHEP,EFO:0006294
ST88-14,EFO:0006295
STS26T,EFO:0006296
Swiss19,EFO:0006297
Swiss2,EFO:0006298
Swiss22,EFO:0006299
Swiss3,EFO:0006300
Swiss5,EFO:0006301
Swiss8,EFO:0006302
Swiss9,EFO:0006303
T265,EFO:0006304
T87,EFO:0006305
TUBO,EFO:0006306
UKE1,EFO:0006307
V6.5,EFO:0006308
plasma plasminogen measurement,EFO:0006309
obsolete_hyperopia,EFO:0006310
obsolete_age-related cataract,EFO:0006311
mitochondrial DNA measurement,EFO:0006312
chemotherapy-induced oral mucositis,EFO:0006313
response to high-dose melphalan,EFO:0006314
thiopurine immunosuppressant-induced pancreatitis,EFO:0006315
infant expressive language ability,EFO:0006316
response to thiopurine,EFO:0006317
breast ductal adenocarcinoma,EFO:0006318
HIV viral set point measurement,EFO:0006319
antidepressant-induced side effect,EFO:0006320
antidepressant-induced dizziness,EFO:0006321
antidepressant-induced sexual dysfunction,EFO:0006322
antidepressant-induced visual impairment,EFO:0006323
antidepressant-induced hearing impairment,EFO:0006324
response to serotonin-norephinephrine reuptake inhibitor,EFO:0006325
response to bupropion,EFO:0006326
response to sertraline,EFO:0006327
response to venlafaxine,EFO:0006328
response to citalopram,EFO:0006329
response to buspirone,EFO:0006330
selenium measurement,EFO:0006331
serum iron measurement,EFO:0006332
transferrin saturation measurement,EFO:0006333
total iron binding capacity,EFO:0006334
systolic blood pressure,EFO:0006335
diastolic blood pressure,EFO:0006336
response to allopurinol,EFO:0006337
pit and fissure surface dental caries,EFO:0006338
smooth surface dental caries,EFO:0006339
mean arterial pressure,EFO:0006340
transferrin measurement,EFO:0006341
aggressive periodontitis,EFO:0006342
chronic periodontitis,EFO:0006343
medication adherence behavior,EFO:0006344
response to phenytoin,EFO:0006345
severe cutaneous adverse reaction,EFO:0006346
pulmonary artery enlargement,EFO:0006347
pulmonary artery-aorta diameter ratio measurement,EFO:0006348
laryngeal squamous cell carcinoma,EFO:0006352
105KC,EFO:0006354
143B,EFO:0006355
501A,EFO:0006356
537 MEL,EFO:0006357
59M,EFO:0006358
624 mel,EFO:0006359
928 mel,EFO:0006360
A2058,EFO:0006361
A2780,EFO:0006362
C170,EFO:0006363
C32,EFO:0006364
C4-2B,EFO:0006365
CAL 27,EFO:0006366
CI-1,EFO:0006367
CL-11,EFO:0006368
CL-34,EFO:0006369
CL-40,EFO:0006370
COLO 678,EFO:0006371
COLO 679,EFO:0006372
COLO 680N,EFO:0006373
COLO 699,EFO:0006374
COLO 741,EFO:0006375
COLO 783,EFO:0006376
COLO 792,EFO:0006377
COLO 800,EFO:0006378
COLO 849,EFO:0006379
COLO 853,EFO:0006380
COLO 857,EFO:0006381
COV318,EFO:0006382
COV362,EFO:0006383
COV434,EFO:0006384
COV504,EFO:0006385
COV644,EFO:0006386
cystadenocarcinoma,EFO:0006387
cystic renal cell carcinoma,EFO:0006388
DLD1,EFO:0006389
DMS 454,EFO:0006390
dopaminergic neuroblastoma,EFO:0006391
FA6,EFO:0006392
Farage,EFO:0006393
G-361,EFO:0006394
G111,EFO:0006395
G112,EFO:0006396
G118,EFO:0006397
G120,EFO:0006398
G121,EFO:0006399
G122,EFO:0006400
G124,EFO:0006401
G130,EFO:0006402
G140,EFO:0006403
G141,EFO:0006404
G142,EFO:0006405
G22,EFO:0006406
G28T,EFO:0006407
G44,EFO:0006408
G59,EFO:0006409
G61,EFO:0006410
G84,EFO:0006411
G96,EFO:0006412
obsolete_H322T,EFO:0006413
HC11,EFO:0006414
HCA-7,EFO:0006415
HCC0012,EFO:0006416
HCC0033,EFO:0006417
HCC0060,EFO:0006418
HCC0089,EFO:0006419
HCC0364,EFO:0006420
HCC0630,EFO:0006421
HCC1011,EFO:0006422
HCC1162,EFO:0006423
HCC1263,EFO:0006424
HCC1319,EFO:0006425
HCC1482,EFO:0006426
HCC1493,EFO:0006427
HCC1534,EFO:0006428
HCC1576,EFO:0006429
HCC2270,EFO:0006430
HCC2279,EFO:0006431
HCC2302,EFO:0006432
HCC2688,EFO:0006433
HCC2885,EFO:0006434
HCC2911,EFO:0006435
HCC4011,EFO:0006436
HCC4017,EFO:0006437
HEp-2,EFO:0006438
HOP62,EFO:0006439
HOP92,EFO:0006440
Hs 683,EFO:0006441
HT115,EFO:0006442
HT144,EFO:0006443
HT55,EFO:0006444
huH-1,EFO:0006445
IM-95,EFO:0006446
IPC-298,EFO:0006447
JL-1,EFO:0006448
KARPAS-620,EFO:0006449
L-363,EFO:0006450
M059K,EFO:0006451
malignant epithelioid mesothelioma,EFO:0006452
MCAS,EFO:0006453
MDA-MB-330,EFO:0006454
MN9D,EFO:0006455
MS751,EFO:0006456
MX-1,EFO:0006457
OV56,EFO:0006458
OV7,EFO:0006459
ovarian adenocarcinoma,EFO:0006460
ovarian granulosa tumour,EFO:0006461
ovarian mucinous adenocarcinoma,EFO:0006462
ovarian teratoma,EFO:0006463
obsolete_OVCAR433,EFO:0006464
PA-1,EFO:0006465
Panc 02.03,EFO:0006466
Panc 03.27,EFO:0006467
Panc 04.03,EFO:0006468
Panc 05.04,EFO:0006469
Panc 08.13,EFO:0006470
pancreatic tubular adenocarcinoma,EFO:0006471
Pfeiffer,EFO:0006472
PL-21,EFO:0006473
PL45,EFO:0006474
plasma cell leukemia,EFO:0006475
RCM-1,EFO:0006476
RI-1,EFO:0006477
RPMI 2650,EFO:0006478
RT-112,EFO:0006479
RT4,EFO:0006480
SC-1,EFO:0006481
SCC-15,EFO:0006482
SCC-25,EFO:0006483
SCC-3,EFO:0006484
SCC-9,EFO:0006485
SET-2,EFO:0006486
SK-MEL-24,EFO:0006487
SK-MEL-30,EFO:0006488
SK-MEL-31,EFO:0006489
SK23,EFO:0006490
SR-786,EFO:0006491
SU-DHL-4,EFO:0006492
SU-DHL-8,EFO:0006493
SU.86.86,EFO:0006494
SUIT-2,EFO:0006495
TMD8,EFO:0006496
transitional cell papilloma,EFO:0006497
U-251 MG,EFO:0006498
U-2932,EFO:0006499
tubular adenocarcinoma,EFO:0006500
carotid plaque build,EFO:0006501
mammographic density percentage,EFO:0006502
dense area measurement,EFO:0006503
non-dense area measurement,EFO:0006504
chronic bronchitis,EFO:0006505
hepatic lipid content measurement,EFO:0006506
nicotine glucuronidation measurement,EFO:0006507
cotinine glucuronidation measurement,EFO:0006508
Varicella Zoster infection,EFO:0006509
Herpes Zoster,EFO:0006510
Kashin-Beck disease,EFO:0006511
angiographic measurement,EFO:0006512
hereditary hemochromatosis type 1,EFO:0006513
Alzheimer's disease biomarker measurement,EFO:0006514
angiotensin-converting enzyme measurement,EFO:0006515
superior frontal gyrus grey matter volume measurement,EFO:0006516
interferon alpha measurement,EFO:0006517
response to losartan,EFO:0006518
MMR-related febrile seizures,EFO:0006519
carbon monoxide exhalation measurement,EFO:0006520
calcium intake measurement,EFO:0006521
asymmetrical dimethylarginine measurement,EFO:0006522
symmetrical dimethylarginine measurement,EFO:0006523
L-arginine measurement,EFO:0006524
cigarettes per day measurement,EFO:0006525
pack-years measurement,EFO:0006526
smoking status measurement,EFO:0006527
23132/87,EFO:0006528
2TS22C,EFO:0006529
5T33MM,EFO:0006530
888-mel,EFO:0006531
A3/KAW,EFO:0006532
A4/Fuk,EFO:0006533
AMO-1,EFO:0006534
ATRFLOX,EFO:0006535
BEN,EFO:0006537
BFTC-909,EFO:0006538
BHY,EFO:0006539
BICR 10,EFO:0006540
BICR 22,EFO:0006541
BICR 31,EFO:0006542
BICR 78,EFO:0006543
bladder transitional cell carcinoma,EFO:0006544
brain glioblastoma,EFO:0006545
C2BBe1,EFO:0006546
CAL-12T,EFO:0006547
CaR-1,EFO:0006548
CaSki,EFO:0006549
CCRF-SB,EFO:0006550
CFPAC-1,EFO:0006551
CMA-03,EFO:0006552
CMA-03/06,EFO:0006553
COLO 206F,EFO:0006554
COR-L26,EFO:0006555
COR-L47,EFO:0006556
COV413A,EFO:0006557
COV413B,EFO:0006558
CPC-N,EFO:0006559
CW-2,EFO:0006560
CX-1,EFO:0006561
DAN-G,EFO:0006562
DEOC-1,EFO:0006563
DOK,EFO:0006564
DV-90,EFO:0006565
dysplastic oral keratinocyte,EFO:0006566
obsolete_E14Tg2a,EFO:0006567
EFM-192A,EFO:0006568
EFM-192B,EFO:0006569
EFM-192C,EFO:0006570
EFO-27,EFO:0006571
EJM,EFO:0006572
EPLC-272H,EFO:0006573
EVSA-T,EFO:0006574
GP2d,EFO:0006575
GP5d,EFO:0006576
GR-M,EFO:0006577
GTL-16,EFO:0006578
HEL,EFO:0006579
HEY,EFO:0006580
HGC-27,EFO:0006581
HMY-1,EFO:0006582
HNT-34,EFO:0006583
Hs 255.T,EFO:0006584
Hs 294T,EFO:0006585
Hs 38.T,EFO:0006586
Hs 675.T,EFO:0006587
Hs 695T,EFO:0006588
Hs 746T,EFO:0006589
Hs 766T,EFO:0006590
Hs 839.T,EFO:0006591
Hs 852.T,EFO:0006592
Hs 895.T,EFO:0006593
Hs 936.T,EFO:0006594
Hs 940.T,EFO:0006595
HuP-T3,EFO:0006596
IGR-37,EFO:0006597
IM95m,EFO:0006598
JHH-1,EFO:0006599
JHH-2,EFO:0006600
JHH-4,EFO:0006601
JHH-5,EFO:0006602
JHH-7,EFO:0006603
JJ012,EFO:0006604
JJN-3,EFO:0006605
KARPAS 1106P,EFO:0006606
Kasumi-1,EFO:0006607
KCI-MOH1,EFO:0006608
KHM-1B,EFO:0006609
KLM-1,EFO:0006610
KMM-1,EFO:0006611
KMS-12-BM,EFO:0006612
KMS-12-PE,EFO:0006613
KMS-21-BM,EFO:0006614
KMS-26,EFO:0006615
KMS-27,EFO:0006616
KMS-28BM,EFO:0006617
KMS-28PE,EFO:0006618
KMS-34,EFO:0006619
KNS-62,EFO:0006620
KP-2,EFO:0006621
KP-3,EFO:0006622
KP-4,EFO:0006623
KPL-4,EFO:0006624
KURAMOCHI,EFO:0006625
KYSE-140,EFO:0006626
KYSE-150,EFO:0006627
KYSE-180,EFO:0006628
KYSE-270,EFO:0006629
KYSE-450,EFO:0006630
KYSE-510,EFO:0006631
KYSE-520,EFO:0006632
KYSE-70,EFO:0006633
LCLC-103H,EFO:0006634
LCLC-97TM1,EFO:0006635
LN-18,EFO:0006636
LN-229,EFO:0006637
LOU-NH91,EFO:0006638
LoVo,EFO:0006639
LS 180,EFO:0006640
LXF-289,EFO:0006641
LXFL529,EFO:0006642
